unique_plot,station,plot,coupe,location,climate_recorded,logged,history,logging_method,logging_intensity,logging_year,latco,longco,census
79_2,79,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
79_3,79,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
80_1,80,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
80_2,80,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
80_3,80,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
81_1,81,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
81_2,81,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
81_3,81,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
82_1,82,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
82_2,82,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
82_3,82,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
83_1,83,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
83_2,83,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
83_3,83,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
84_1,84,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
84_2,84,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
84_3,84,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
85_1,85,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
85_2,85,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
85_3,85,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
86_1,86,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
86_2,86,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
86_3,86,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
87_1,87,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
87_2,87,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
87_3,87,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
88_1,88,1,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
88_2,88,2,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
88_3,88,3,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
89_1,89,1,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
89_2,89,2,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
89_3,89,3,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
90_1,90,1,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
90_2,90,2,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
90_3,90,3,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
91_1,91,1,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
91_2,91,2,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
91_3,91,3,c83,1983_1,yes,yes,ActiveRestoration,Tractor,98.81,1983,547178,596350,2
92_1,92,1,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
92_2,92,2,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
92_3,92,3,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
93_1,93,1,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
93_2,93,2,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
93_3,93,3,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
94_1,94,1,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
94_2,94,2,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
94_3,94,3,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
95_1,95,1,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
95_2,95,2,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
95_3,95,3,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
96_1,96,1,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
96_2,96,2,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
96_3,96,3,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
97_1,97,1,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
97_2,97,2,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
97_3,97,3,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,2
98_1,98,1,c93,1983_3,no,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
98_2,98,2,c93,1983_3,no,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
98_3,98,3,c93,1983_3,no,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
99_1,99,1,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
99_2,99,2,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
99_3,99,3,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,2
100_1,100,1,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,2
100_2,100,2,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,2
100_3,100,3,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,2
101_1,101,1,c88,LP1,no,NA,NA,NA,NA,NA,NA,NA,2
101_2,101,2,c88,LP1,no,NA,NA,NA,NA,NA,NA,NA,2
101_3,101,3,c88,LP1,no,NA,NA,NA,NA,NA,NA,NA,2
102_1,102,1,c88,LP2,no,NA,NA,NA,NA,NA,NA,NA,2
102_2,102,2,c88,LP2,no,NA,NA,NA,NA,NA,NA,NA,2
102_3,102,3,c88,LP2,no,NA,NA,NA,NA,NA,NA,NA,2
103_1,103,1,c88,LP3,no,NA,NA,NA,NA,NA,NA,NA,2
103_2,103,2,c88,LP3,no,NA,NA,NA,NA,NA,NA,NA,2
103_3,103,3,c88,LP3,no,NA,NA,NA,NA,NA,NA,NA,2
104_1,104,1,c88,LP4,no,NA,NA,NA,NA,NA,NA,NA,2
104_2,104,2,c88,LP4,no,NA,NA,NA,NA,NA,NA,NA,2
104_3,104,3,c88,LP4,no,NA,NA,NA,NA,NA,NA,NA,2
105_1,105,1,c88,LP5,no,NA,NA,NA,NA,NA,NA,NA,2
105_2,105,2,c88,LP5,no,NA,NA,NA,NA,NA,NA,NA,2
105_3,105,3,c88,LP5,no,NA,NA,NA,NA,NA,NA,NA,2
106_1,106,1,c88,LP6,no,NA,NA,NA,NA,NA,NA,NA,2
106_2,106,2,c88,LP6,no,NA,NA,NA,NA,NA,NA,NA,2
106_3,106,3,c88,LP6,no,NA,NA,NA,NA,NA,NA,NA,2
107_1,107,1,c88,LP7,no,NA,NA,NA,NA,NA,NA,NA,2
107_2,107,2,c88,LP7,no,NA,NA,NA,NA,NA,NA,NA,2
107_3,107,3,c88,LP7,no,NA,NA,NA,NA,NA,NA,NA,2
108_1,108,1,c88,LP8,no,NA,NA,NA,NA,NA,NA,NA,2
108_2,108,2,c88,LP8,no,NA,NA,NA,NA,NA,NA,NA,2
108_3,108,3,c88,LP8,no,NA,NA,NA,NA,NA,NA,NA,2
109_1,109,1,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
109_2,109,2,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
109_3,109,3,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
110_1,110,1,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
110_2,110,2,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
110_3,110,3,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
111_1,111,1,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
111_2,111,2,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
111_3,111,3,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
112_1,112,1,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
112_2,112,2,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
112_3,112,3,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
113_1,113,1,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,2
113_2,113,2,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,2
113_3,113,3,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,2
114_1,114,1,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,2
114_2,114,2,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,2
114_3,114,3,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,2
115_1,115,1,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,2
115_2,115,2,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,2
115_3,115,3,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,2
116_1,116,1,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,2
116_2,116,2,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,2
116_3,116,3,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,2
117_1,117,1,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
117_2,117,2,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
117_3,117,3,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
118_1,118,1,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
118_2,118,2,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
118_3,118,3,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
119_1,119,1,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
119_2,119,2,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
119_3,119,3,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
120_1,120,1,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
120_2,120,2,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
120_3,120,3,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,2
121_1,121,1,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
121_2,121,2,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
121_3,121,3,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
122_1,122,1,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
122_2,122,2,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
122_3,122,3,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
123_1,123,1,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
123_2,123,2,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
123_3,123,3,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
124_1,124,1,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
124_2,124,2,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
124_3,124,3,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,2
125_1,125,1,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
125_2,125,2,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
125_3,125,3,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
126_1,126,1,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
126_2,126,2,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
126_3,126,3,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
127_1,127,1,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
127_2,127,2,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
127_3,127,3,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
128_1,128,1,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
128_2,128,2,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
128_3,128,3,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,2
129_1,129,1,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
129_2,129,2,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
129_3,129,3,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
130_1,130,1,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
130_2,130,2,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
130_3,130,3,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
131_1,131,1,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
131_2,131,2,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
131_3,131,3,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
132_1,132,1,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
132_2,132,2,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
132_3,132,3,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,2
133_1,133,1,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
133_2,133,2,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
133_3,133,3,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
134_1,134,1,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
134_2,134,2,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
134_3,134,3,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
135_1,135,1,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
135_2,135,2,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
135_3,135,3,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
136_1,136,1,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
136_2,136,2,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
136_3,136,3,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,2
137_1,137,1,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
137_2,137,2,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
137_3,137,3,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
138_1,138,1,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
138_2,138,2,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
138_3,138,3,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,2
139_1,139,1,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
139_2,139,2,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
139_3,139,3,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
140_1,140,1,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
140_2,140,2,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
140_3,140,3,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
141_1,141,1,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
141_2,141,2,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
141_3,141,3,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
142_1,142,1,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
142_2,142,2,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
142_3,142,3,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,2
143_1,143,1,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
143_2,143,2,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
143_3,143,3,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
144_1,144,1,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
144_2,144,2,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
144_3,144,3,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
145_1,145,1,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
145_2,145,2,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
145_3,145,3,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
146_1,146,1,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
146_2,146,2,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
146_3,146,3,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,2
147_1,147,1,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
147_2,147,2,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
147_3,147,3,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
148_1,148,1,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
148_2,148,2,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
148_3,148,3,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,2
149_1,149,1,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,2
149_2,149,2,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,2
149_3,149,3,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,2
150_1,150,1,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
150_2,150,2,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
150_3,150,3,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
151_1,151,1,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
151_2,151,2,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
151_3,151,3,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
152_1,152,1,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
152_2,152,2,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
152_3,152,3,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
153_1,153,1,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
153_2,153,2,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
153_3,153,3,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,2
154_1,154,1,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
154_2,154,2,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
154_3,154,3,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
155_1,155,1,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
155_2,155,2,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
155_3,155,3,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
156_1,156,1,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
156_2,156,2,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
156_3,156,3,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
157_1,157,1,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
157_2,157,2,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
157_3,157,3,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,2
158_1,158,1,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
158_2,158,2,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
158_3,158,3,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
159_1,159,1,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
159_2,159,2,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
159_3,159,3,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
160_1,160,1,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
160_2,160,2,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
160_3,160,3,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
161_1,161,1,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
161_2,161,2,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
161_3,161,3,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,2
162_1,162,1,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
162_2,162,2,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
162_3,162,3,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
163_1,163,1,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
163_2,163,2,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
163_3,163,3,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
164_1,164,1,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
164_2,164,2,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
164_3,164,3,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
165_1,165,1,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
165_2,165,2,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
165_3,165,3,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,2
166_1,166,1,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
166_2,166,2,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
166_3,166,3,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
167_1,167,1,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
167_2,167,2,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
167_3,167,3,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
168_1,168,1,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
168_2,168,2,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
168_3,168,3,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
169_1,169,1,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
169_2,169,2,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
169_3,169,3,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,2
170_1,170,1,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,2
170_2,170,2,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,2
170_3,170,3,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,2
171_1,171,1,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,2
171_2,171,2,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,2
171_3,171,3,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,2
