unique_plot,station,plot,coupe,location,climate_recorded,logged,history,logging_method,logging_intensity,logging_year,latco,longco,census
96_2,96,2,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,1
96_3,96,3,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,1
97_1,97,1,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,1
97_2,97,2,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,1
97_3,97,3,c82,1982_1,no,yes,ActiveRestoration,Tractor,126,1982,543049,595110,1
98_1,98,1,c93,1983_3,no,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,1
98_2,98,2,c93,1983_3,no,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,1
98_3,98,3,c93,1983_3,no,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,1
99_1,99,1,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,1
99_2,99,2,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,1
99_3,99,3,c93,1983_3,yes,yes,ActiveRestoration,Tractor,91.76,1983,545793,596622,1
100_1,100,1,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
100_2,100,2,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
100_3,100,3,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
101_1,101,1,c88,LP1,no,NA,NA,NA,NA,NA,NA,NA,1
101_2,101,2,c88,LP1,no,NA,NA,NA,NA,NA,NA,NA,1
101_3,101,3,c88,LP1,no,NA,NA,NA,NA,NA,NA,NA,1
102_1,102,1,c88,LP2,no,NA,NA,NA,NA,NA,NA,NA,1
102_2,102,2,c88,LP2,no,NA,NA,NA,NA,NA,NA,NA,1
102_3,102,3,c88,LP2,no,NA,NA,NA,NA,NA,NA,NA,1
103_1,103,1,c88,LP3,no,NA,NA,NA,NA,NA,NA,NA,1
103_2,103,2,c88,LP3,no,NA,NA,NA,NA,NA,NA,NA,1
103_3,103,3,c88,LP3,no,NA,NA,NA,NA,NA,NA,NA,1
104_1,104,1,c88,LP4,no,NA,NA,NA,NA,NA,NA,NA,1
104_2,104,2,c88,LP4,no,NA,NA,NA,NA,NA,NA,NA,1
104_3,104,3,c88,LP4,no,NA,NA,NA,NA,NA,NA,NA,1
105_1,105,1,c88,LP5,no,NA,NA,NA,NA,NA,NA,NA,1
105_2,105,2,c88,LP5,no,NA,NA,NA,NA,NA,NA,NA,1
105_3,105,3,c88,LP5,no,NA,NA,NA,NA,NA,NA,NA,1
106_1,106,1,c88,LP6,no,NA,NA,NA,NA,NA,NA,NA,1
106_2,106,2,c88,LP6,no,NA,NA,NA,NA,NA,NA,NA,1
106_3,106,3,c88,LP6,no,NA,NA,NA,NA,NA,NA,NA,1
107_1,107,1,c88,LP7,no,NA,NA,NA,NA,NA,NA,NA,1
107_2,107,2,c88,LP7,no,NA,NA,NA,NA,NA,NA,NA,1
107_3,107,3,c88,LP7,no,NA,NA,NA,NA,NA,NA,NA,1
108_1,108,1,c88,LP8,no,NA,NA,NA,NA,NA,NA,NA,1
108_2,108,2,c88,LP8,no,NA,NA,NA,NA,NA,NA,NA,1
108_3,108,3,c88,LP8,no,NA,NA,NA,NA,NA,NA,NA,1
109_1,109,1,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
109_2,109,2,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
109_3,109,3,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
110_1,110,1,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
110_2,110,2,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
110_3,110,3,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
111_1,111,1,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
111_2,111,2,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
111_3,111,3,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
112_1,112,1,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
112_2,112,2,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
112_3,112,3,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
113_1,113,1,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
113_2,113,2,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
113_3,113,3,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
114_1,114,1,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
114_2,114,2,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
114_3,114,3,c81,1981_3,no,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
115_1,115,1,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
115_2,115,2,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
115_3,115,3,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
116_1,116,1,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
116_2,116,2,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
116_3,116,3,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
117_1,117,1,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
117_2,117,2,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
117_3,117,3,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
118_1,118,1,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
118_2,118,2,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
118_3,118,3,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
119_1,119,1,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
119_2,119,2,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
119_3,119,3,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
120_1,120,1,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
120_2,120,2,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
120_3,120,3,c81,1981_4,no,yes,NaturalRegeneration,Tractor,62.75,1981,551169,596933,1
121_1,121,1,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
121_2,121,2,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
121_3,121,3,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
122_1,122,1,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
122_2,122,2,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
122_3,122,3,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
123_1,123,1,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
123_2,123,2,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
123_3,123,3,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
124_1,124,1,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
124_2,124,2,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
124_3,124,3,c81,1981_1,yes,yes,ActiveRestoration,Tractor,51.6,1981,550427,596926,1
125_1,125,1,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
125_2,125,2,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
125_3,125,3,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
126_1,126,1,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
126_2,126,2,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
126_3,126,3,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
127_1,127,1,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
127_2,127,2,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
127_3,127,3,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
128_1,128,1,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
128_2,128,2,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
128_3,128,3,c88,1988_1,no,yes,ActiveRestoration,Tractor,42.49,1988,548633,594907,1
129_1,129,1,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
129_2,129,2,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
129_3,129,3,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
130_1,130,1,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
130_2,130,2,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
130_3,130,3,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
131_1,131,1,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
131_2,131,2,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
131_3,131,3,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
132_1,132,1,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
132_2,132,2,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
132_3,132,3,c88,1988_2,no,yes,ActiveRestoration,Tractor,82.55,1988,548005,594621,1
133_1,133,1,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
133_2,133,2,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
133_3,133,3,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
134_1,134,1,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
134_2,134,2,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
134_3,134,3,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
135_1,135,1,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
135_2,135,2,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
135_3,135,3,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
136_1,136,1,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
136_2,136,2,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
136_3,136,3,c88,1988_5,yes,yes,ActiveRestoration,Tractor,109.73,1988,550985,595048,1
137_1,137,1,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
137_2,137,2,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
137_3,137,3,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
138_1,138,1,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
138_2,138,2,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
138_3,138,3,c88,1988_3,no,yes,ActiveRestoration,High_Lead,309.56,1988,550718,593690,1
139_1,139,1,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
139_2,139,2,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
139_3,139,3,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
140_1,140,1,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
140_2,140,2,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
140_3,140,3,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
141_1,141,1,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
141_2,141,2,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
141_3,141,3,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
142_1,142,1,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
142_2,142,2,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
142_3,142,3,c89,1989_4,no,yes,NaturalRegeneration,Tractor,89.15,1989,551388,589382,1
143_1,143,1,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
143_2,143,2,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
143_3,143,3,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
144_1,144,1,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
144_2,144,2,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
144_3,144,3,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
145_1,145,1,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
145_2,145,2,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
145_3,145,3,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
146_1,146,1,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
146_2,146,2,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
146_3,146,3,c89,1989_3,yes,yes,ActiveRestoration,Tractor,72.09,1989,551618,590225,1
147_1,147,1,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
147_2,147,2,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
147_3,147,3,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
148_1,148,1,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
148_2,148,2,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
148_3,148,3,c81,1981_5,no,yes,ActiveRestoration,Tractor,79.4,1981,550703,599637,1
149_1,149,1,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
149_2,149,2,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
149_3,149,3,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
150_1,150,1,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
150_2,150,2,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
150_3,150,3,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
151_1,151,1,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
151_2,151,2,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
151_3,151,3,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
152_1,152,1,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
152_2,152,2,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
152_3,152,3,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
153_1,153,1,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
153_2,153,2,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
153_3,153,3,c88,1988_4,yes,yes,NaturalRegeneration,Tractor,128.2,1988,550426,592305,1
154_1,154,1,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
154_2,154,2,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
154_3,154,3,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
155_1,155,1,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
155_2,155,2,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
155_3,155,3,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
156_1,156,1,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
156_2,156,2,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
156_3,156,3,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
157_1,157,1,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
157_2,157,2,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
157_3,157,3,c89,1989_5,yes,yes,NaturalRegeneration,High_Lead,67.88,1989,549178,591528,1
158_1,158,1,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
158_2,158,2,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
158_3,158,3,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
159_1,159,1,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
159_2,159,2,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
159_3,159,3,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
160_1,160,1,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
160_2,160,2,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
160_3,160,3,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
161_1,161,1,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
161_2,161,2,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
161_3,161,3,c93,ConventionalLogging_2,yes,yes,NaturalRegeneration,Tractor,68,1993,543050,588838,1
162_1,162,1,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
162_2,162,2,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
162_3,162,3,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
163_1,163,1,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
163_2,163,2,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
163_3,163,3,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
164_1,164,1,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
164_2,164,2,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
164_3,164,3,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
165_1,165,1,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
165_2,165,2,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
165_3,165,3,c93,ConventionalLogging_3,no,yes,NaturalRegeneration,Tractor,68,1993,543281,589473,1
166_1,166,1,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
166_2,166,2,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
166_3,166,3,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
167_1,167,1,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
167_2,167,2,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
167_3,167,3,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
168_1,168,1,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
168_2,168,2,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
168_3,168,3,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
169_1,169,1,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
169_2,169,2,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
169_3,169,3,c93,ConventionalLogging_1,no,yes,NaturalRegeneration,Tractor,68,1993,542963,589716,1
170_1,170,1,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
170_2,170,2,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
170_3,170,3,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
171_1,171,1,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
171_2,171,2,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
171_3,171,3,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
172_1,172,1,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
172_2,172,2,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
172_3,172,3,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
173_1,173,1,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
173_2,173,2,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
173_3,173,3,c93,ConventionalLogging_4,no,yes,NaturalRegeneration,Tractor,68,1993,542453,589698,1
174_1,174,1,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
174_2,174,2,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
174_3,174,3,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
175_1,175,1,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
175_2,175,2,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
175_3,175,3,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
176_1,176,1,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
176_2,176,2,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
176_3,176,3,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
177_1,177,1,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
177_2,177,2,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
177_3,177,3,c93,ConventionalLogging_5,yes,yes,NaturalRegeneration,Tractor,68,1993,543207,590209,1
178_1,178,1,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
178_2,178,2,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
178_3,178,3,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
179_1,179,1,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
179_2,179,2,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
179_3,179,3,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
180_1,180,1,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
180_2,180,2,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
180_3,180,3,c92,1983_4,yes,yes,ActiveRestoration,Tractor,99.88,1983,545957,597113,1
181_1,181,1,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
181_2,181,2,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
181_3,181,3,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
182_1,182,1,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
182_2,182,2,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
182_3,182,3,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
183_1,183,1,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
183_2,183,2,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
183_3,183,3,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
184_1,184,1,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
184_2,184,2,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
184_3,184,3,c82,1982_3,no,yes,ActiveRestoration,High_Lead,136.77,1982,542644,595696,1
185_1,185,1,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
185_2,185,2,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
185_3,185,3,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
186_1,186,1,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
186_2,186,2,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
186_3,186,3,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
187_1,187,1,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
187_2,187,2,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
