"binomial_name","family","genus","species","species_origin","logging_status","history_at_IF_site","history_at_CP_site","level_used","mean_dry_seed_mass_mg","reference_seed_mass"
"Ixora brevicaudata","Rubiaceae","Ixora","brevicaudata","50ha","unlogged",NA,NA,"Genus",60.0116976666667,"BIEN"
"Ixora grandifolia","Rubiaceae","Ixora","grandifolia","CP, 50ha","both",NA,"AR","Genus",60.0116976666667,"BIEN"
"Ixora unknown mixed","Rubiaceae","Ixora","unknown mixed","50ha","unlogged",NA,NA,NA,NA,NA
"Kayea borneensis","Calophyllaceae","Kayea","borneensis","50ha","unlogged",NA,NA,"Family",4146.43173062264,"BIEN"
"Kayea macrantha","Calophyllaceae","Kayea","macrantha","50ha","unlogged",NA,NA,"Family",4146.43173062264,"BIEN"
"Kayea oblongifolia","Calophyllaceae","Kayea","oblongifolia","50ha","unlogged",NA,NA,"Family",4146.43173062264,"BIEN"
"Kayea unknown mixed","Calophyllaceae","Kayea","unknown mixed","CP","logged",NA,"NR",NA,NA,NA
"Kibara obtusa","Monimiaceae","Kibara","obtusa","CP, 50ha","both",NA,"AR","Family",900,"BIEN"
"Knema cinerea","Myristicaceae","Knema","cinerea","50ha","unlogged",NA,NA,"Family",3369.91158974359,"BIEN"
"Knema elmeri","Myristicaceae","Knema","elmeri","CP, 50ha","both",NA,"AR, NR","Family",3369.91158974359,"BIEN"
"Knema furfuracea","Myristicaceae","Knema","furfuracea","50ha","unlogged",NA,NA,"Family",3369.91158974359,"BIEN"
"Knema glomerata","Myristicaceae","Knema","glomerata","50ha","unlogged",NA,NA,"Family",3369.91158974359,"BIEN"
"Knema kostermansiana","Myristicaceae","Knema","kostermansiana","50ha","unlogged",NA,NA,"Family",3369.91158974359,"BIEN"
"Knema latericia","Myristicaceae","Knema","latericia","CP, 50ha","both",NA,"AR, NR","Species",1670,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396., Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Knema laurina","Myristicaceae","Knema","laurina","CP, 50ha","both",NA,"AR, NR","Species",1100,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Knema oblongata","Myristicaceae","Knema","oblongata","50ha","unlogged",NA,NA,"Family",3369.91158974359,"BIEN"
"Knema pectinata","Myristicaceae","Knema","pectinata","CP","logged",NA,"NR","Family",3369.91158974359,"BIEN"
"Knema pulchra","Myristicaceae","Knema","pulchra","50ha","unlogged",NA,NA,"Family",3369.91158974359,"BIEN"
"Knema unknown mixed","Myristicaceae","Knema","unknown mixed","CP, 50ha","both",NA,"AR",NA,NA,NA
"Koilodepas laevigatum","Euphorbiaceae","Koilodepas","laevigatum","50ha","unlogged",NA,NA,"Family",119.998798464659,"BIEN"
"Koilodepas longifolium","Euphorbiaceae","Koilodepas","longifolium","CP, 50ha","both",NA,"AR, NR","Family",119.998798464659,"BIEN"
"Kokoona ochracea","Celastraceae","Kokoona","ochracea","50ha","unlogged",NA,NA,"Family",5608.50790305738,"BIEN"
"Koompassia excelsa","Fabaceae","Koompassia","excelsa","CP, 50ha","both",NA,"AR, NR","Family",273.929465733062,"BIEN"
"Kopsia pauciflora","Apocynaceae","Kopsia","pauciflora","50ha","unlogged",NA,NA,"Family",195.992451671593,"BIEN"
"Lansium domesticum","Meliaceae","Lansium","domesticum","CP, 50ha","both",NA,"NR, no seedling data, AR","Genus",5100,"BIEN"
"Lasianthus borneensis","Rubiaceae","Lasianthus","borneensis","50ha","unlogged",NA,NA,"Family",59.1893790915751,"BIEN"
"Lasianthus reticulatus","Rubiaceae","Lasianthus","reticulatus","50ha","unlogged",NA,NA,"Family",59.1893790915751,"BIEN"
"Lasianthus species 1","Rubiaceae","Lasianthus","species 1","50ha","unlogged",NA,NA,"Family",65.1612315754386,"BIEN"
"Lasianthus species 2","Rubiaceae","Lasianthus","species 2","50ha","unlogged",NA,NA,"Family",65.1612315754386,"BIEN"
"Lasianthus species 3","Rubiaceae","Lasianthus","species 3","50ha","unlogged",NA,NA,"Family",65.1612315754386,"BIEN"
"Lasianthus unknown mixed","Rubiaceae","Lasianthus","unknown mixed","50ha","unlogged",NA,NA,NA,NA,NA
"Leea aculeata","Vitaceae","Leea","aculeata","CP, 50ha","both",NA,"NR, AR","Genus",37.518875,"BIEN"
"Leea indica","Vitaceae","Leea","indica","50ha","unlogged",NA,NA,"Species",36.35,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396., Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Lepisanthes fruticosa","Sapindaceae","Lepisanthes","fruticosa","50ha","unlogged",NA,NA,"Family",3110.25326076077,"BIEN"
"Lepisanthes senegalensis","Sapindaceae","Lepisanthes","senegalensis","CP, 50ha","both",NA,"AR, NR","Species",633.44,"Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Lepisanthes tetraphylla","Sapindaceae","Lepisanthes","tetraphylla","50ha","unlogged",NA,NA,"Family",3110.25326076077,"BIEN"
"Lepisanthes unknown mixed","Sapindaceae","Lepisanthes","unknown mixed","CP, 50ha","both",NA,"NR",NA,NA,NA
"Lithocarpus ewyckii","Fagaceae","Lithocarpus","ewyckii","CP, 50ha","both",NA,"AR, NR","Species",1100,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Lithocarpus gracilis","Fagaceae","Lithocarpus","gracilis","CP, 50ha","both",NA,"AR, NR","Genus",2140.61972972973,"BIEN"
"Lithocarpus leptogyne","Fagaceae","Lithocarpus","leptogyne","CP, 50ha","both",NA,"AR, NR","Genus",2140.61972972973,"BIEN"
"Lithocarpus nieuwenhuisii","Fagaceae","Lithocarpus","nieuwenhuisii","CP, 50ha","both",NA,"AR, NR","Genus",2140.61972972973,"BIEN"
"Lithocarpus species 1","Fagaceae","Lithocarpus","species 1","50ha","unlogged",NA,NA,"Genus",2140.61972972973,"BIEN"
"Lithocarpus species 2","Fagaceae","Lithocarpus","species 2","50ha","unlogged",NA,NA,"Genus",2140.61972972973,"BIEN"
"Lithocarpus species 3","Fagaceae","Lithocarpus","species 3","50ha","unlogged",NA,NA,"Genus",2140.61972972973,"BIEN"
"Lithocarpus species 4","Fagaceae","Lithocarpus","species 4","50ha","unlogged",NA,NA,"Genus",2140.61972972973,"BIEN"
"Lithocarpus species 5","Fagaceae","Lithocarpus","species 5","50ha","unlogged",NA,NA,"Genus",2140.61972972973,"BIEN"
"Lithocarpus species 6","Fagaceae","Lithocarpus","species 6","50ha","unlogged",NA,NA,"Genus",2140.61972972973,"BIEN"
"Lithocarpus species 7","Fagaceae","Lithocarpus","species 7","50ha","unlogged",NA,NA,"Genus",2140.61972972973,"BIEN"
"Lithocarpus species 8","Fagaceae","Lithocarpus","species 8","50ha","unlogged",NA,NA,"Genus",2140.61972972973,"BIEN"
"Lithocarpus species 9","Fagaceae","Lithocarpus","species 9","50ha","unlogged",NA,NA,"Genus",2140.61972972973,"BIEN"
"Lithocarpus unknown mixed","Fagaceae","Lithocarpus","unknown mixed","CP","logged",NA,"AR, NR, no seedling data",NA,NA,NA
"Litsea accedens","Lauraceae","Litsea","accedens","CP, 50ha","both",NA,"AR, NR","Species",290,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Litsea angulata","Lauraceae","Litsea","angulata","CP, 50ha","both",NA,"AR, NR","Family",1244.48787274336,"BIEN"
"Litsea caulocarpa","Lauraceae","Litsea","caulocarpa","CP, 50ha","both",NA,"AR, NR","Family",1244.48787274336,"BIEN"
"Litsea cordata","Lauraceae","Litsea","cordata","CP, 50ha","both",NA,"NR","Family",1244.48787274336,"BIEN"
"Litsea cuprea","Lauraceae","Litsea","cuprea","50ha","unlogged",NA,NA,"Family",1244.48787274336,"BIEN"
"Litsea curtisii","Lauraceae","Litsea","curtisii","50ha","unlogged",NA,NA,"Family",1244.48787274336,"BIEN"
"Litsea elliptica","Lauraceae","Litsea","elliptica","50ha","unlogged",NA,NA,"Family",1244.48787274336,"BIEN"
"Litsea ferruginea","Lauraceae","Litsea","ferruginea","50ha","unlogged",NA,NA,"Family",1244.48787274336,"BIEN"
"Litsea ficoidea","Lauraceae","Litsea","ficoidea","50ha","unlogged",NA,NA,"Family",1244.48787274336,"BIEN"
"Litsea fulva","Lauraceae","Litsea","fulva","CP, 50ha","both",NA,"AR","Family",1244.48787274336,"BIEN"
"Litsea garciae","Lauraceae","Litsea","garciae","CP, 50ha","both",NA,"NR, AR","Family",1244.48787274336,"BIEN"
"Litsea grandis","Lauraceae","Litsea","grandis","CP, 50ha","both",NA,"NR, AR","Species",950,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Litsea ligustrina","Lauraceae","Litsea","ligustrina","50ha","unlogged",NA,NA,"Family",1244.48787274336,"BIEN"
"Litsea machilifolia","Lauraceae","Litsea","machilifolia","50ha","unlogged",NA,NA,"Family",1244.48787274336,"BIEN"
"Litsea oppositifolia","Lauraceae","Litsea","oppositifolia","CP, 50ha","both",NA,"AR, no seedling data","Family",1244.48787274336,"BIEN"
"Litsea robusta","Lauraceae","Litsea","robusta","50ha","unlogged",NA,NA,"Family",1244.48787274336,"BIEN"
"Litsea unknown mixed","Lauraceae","Litsea","unknown mixed","CP, 50ha","both",NA,"AR, NR",NA,NA,NA
"Lophopetalum beccarianum","Celastraceae","Lophopetalum","beccarianum","CP, 50ha","both",NA,"NR","Family",5608.50790305738,"BIEN"
"Lophopetalum javanicum","Celastraceae","Lophopetalum","javanicum","CP, 50ha","both",NA,"AR, NR","Family",5608.50790305738,"BIEN"
"Lophopetalum unknown mixed","Celastraceae","Lophopetalum","unknown mixed","50ha","unlogged",NA,NA,NA,NA,NA
"Ludekia borneensis","Rubiaceae","Ludekia","borneensis","CP, 50ha","both",NA,"AR, NR","Family",59.1893790915751,"BIEN"
"Ludekia unknown mixed","Rubiaceae","Ludekia","unknown mixed","CP","logged",NA,"NR",NA,NA,NA
"Maasia sumatrana","Annonaceae","Maasia","sumatrana","CP","logged",NA,"AR, NR","Species",820,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396., Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Macaranga conifera","Euphorbiaceae","Macaranga","conifera","CP","logged",NA,"AR","Genus",25.7087549583333,"BIEN"
"Macaranga gigantea","Euphorbiaceae","Macaranga","gigantea","CP","logged",NA,"AR, NR","Species",13,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Macaranga hypoleuca","Euphorbiaceae","Macaranga","hypoleuca","CP, 50ha","both",NA,"AR, NR","Species",28.8,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Macaranga pearsonii","Euphorbiaceae","Macaranga","pearsonii","CP, 50ha","both",NA,"AR, NR","Genus",25.7087549583333,"BIEN"
"Macaranga winkleri","Euphorbiaceae","Macaranga","winkleri","50ha","unlogged",NA,NA,"Genus",25.7087549583333,"BIEN"
"Madhuca elmeri","Sapotaceae","Madhuca","elmeri","CP, 50ha","both",NA,"NR","Genus",2293.73333333333,"BIEN"
"Madhuca kingiana","Sapotaceae","Madhuca","kingiana","CP, 50ha","both",NA,"AR, NR","Genus",2293.73333333333,"BIEN"
"Madhuca korthalsii","Sapotaceae","Madhuca","korthalsii","CP, 50ha","both",NA,"AR, NR","Genus",2293.73333333333,"BIEN"
"Madhuca kunstleri","Sapotaceae","Madhuca","kunstleri","50ha","unlogged",NA,NA,"Genus",2293.73333333333,"BIEN"
"Madhuca mindanaensis","Sapotaceae","Madhuca","mindanaensis","50ha","unlogged",NA,NA,"Genus",2293.73333333333,"BIEN"
"Madhuca unknown mixed","Sapotaceae","Madhuca","unknown mixed","50ha","unlogged",NA,NA,NA,NA,NA
"Magnolia acuminata","Magnoliaceae","Magnolia","acuminata","CP, 50ha","both",NA,"AR, NR","Species",94.03,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396., unpub., Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg., Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Magnolia beccarii","Magnoliaceae","Magnolia","beccarii","50ha","unlogged",NA,NA,"Genus",141.938721391304,"BIEN"
"Magnolia gigantifolia","Magnoliaceae","Magnolia","gigantifolia","CP, 50ha","both",NA,"NR, AR","Genus",141.938721391304,"BIEN"
"Mallotus korthalsii","Euphorbiaceae","Mallotus","korthalsii","CP, 50ha","both",NA,"AR, NR","Family",119.998798464659,"BIEN"
"Mallotus lackeyi","Euphorbiaceae","Mallotus","lackeyi","CP, 50ha","both",NA,"AR","Family",119.998798464659,"BIEN"
"Mallotus miquelianus","Euphorbiaceae","Mallotus","miquelianus","50ha","unlogged",NA,NA,"Family",119.998798464659,"BIEN"
"Mallotus species 1","Euphorbiaceae","Mallotus","species 1","CP, 50ha","both",NA,"AR, NR, no seedling data","Family",119.998798464659,"BIEN"
"Mallotus unknown mixed","Euphorbiaceae","Mallotus","unknown mixed","CP, 50ha","both",NA,"AR",NA,NA,NA
"Mallotus wrayi","Euphorbiaceae","Mallotus","wrayi","CP, 50ha","both",NA,"AR, NR","Family",119.998798464659,"BIEN"
"Mangifera caesia","Anacardiaceae","Mangifera","caesia","CP, 50ha","both",NA,"AR, NR","Genus",17201.2857142857,"BIEN"
"Mangifera indica","Anacardiaceae","Mangifera","indica","50ha","unlogged",NA,NA,"Species",12442.26,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396., Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Swenson, N.G., P. Anglada-Cordero, and J.A. Barone. 2011. Deterministic tropical tree community turnover: evidence from patterns of functional beta diversity along an elevational gradient. Proceedings of the Royal Society B 278:877-884. , Hawes, J.E., Viera, I.C.G., Magnago, L.F.S., Berenguer, E., Ferreira, J., Aragão, L., Cardoso, A., Lees, A.C., Lennox, G.D., Tobias, J.A., Waldron, A. & Barlow, J. (in review) A large-scale assessment of plant dispersal traits across human-modified Amazonian forests. Journal of Ecology, Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Mangifera odorata","Anacardiaceae","Mangifera","odorata","50ha","unlogged",NA,NA,"Genus",17201.2857142857,"BIEN"
"Mangifera pajang","Anacardiaceae","Mangifera","pajang","CP, 50ha","both",NA,"AR","Genus",17201.2857142857,"BIEN"
"Mangifera rufocostata","Anacardiaceae","Mangifera","rufocostata","50ha","unlogged",NA,NA,"Genus",17201.2857142857,"BIEN"
"Mangifera species 1","Anacardiaceae","Mangifera","species 1","50ha","unlogged",NA,NA,"Genus",17201.2857142857,"BIEN"
"Mangifera swintonioides","Anacardiaceae","Mangifera","swintonioides","50ha","unlogged",NA,NA,"Genus",17201.2857142857,"BIEN"
"Mangifera unknown mixed","Anacardiaceae","Mangifera","unknown mixed","CP, 50ha","both",NA,"AR, NR",NA,NA,NA
"Maranthes corymbosa","Chrysobalanaceae","Maranthes","corymbosa","50ha","unlogged",NA,NA,"Family",2536.14322477778,"BIEN"
"Marsypopetalum pallidum","Annonaceae","Marsypopetalum","pallidum","50ha","unlogged",NA,NA,"Family",1341.40229068627,"BIEN"
"Mastixia trichotoma","Nyssaceae","Mastixia","trichotoma","CP, 50ha","both",NA,"AR, NR","NA",NA,"BIEN"
"Meiogyne virgata","Annonaceae","Meiogyne","virgata","CP, 50ha","both",NA,"NR, no seedling data, AR","Family",1341.40229068627,"BIEN"
"Melanochyla auriculata","Anacardiaceae","Melanochyla","auriculata","50ha","unlogged",NA,NA,"Family",1133.94134912719,"BIEN"
"Melanochyla beccariana","Anacardiaceae","Melanochyla","beccariana","CP, 50ha","both",NA,"NR","Family",1133.94134912719,"BIEN"
"Melanochyla unknown mixed","Anacardiaceae","Melanochyla","unknown mixed","50ha","unlogged",NA,NA,NA,NA,NA
"Melastoma malabathricum","Melastomataceae","Melastoma","malabathricum","50ha","unlogged",NA,NA,"Species",0.06,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396., Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Melicope  lunu-ankenda","Rutaceae","Melicope ","lunu-ankenda",NA,NA,NA,NA,NA,NA,NA
"Melicope  unknown mixed","Rutaceae","Melicope ","unknown mixed",NA,NA,NA,NA,NA,NA,NA
"Meliosma pinnata","Sabiaceae","Meliosma","pinnata","CP, 50ha","both",NA,"AR","NA",NA,"BIEN"
"Meliosma sumatrana","Sabiaceae","Meliosma","sumatrana","CP, 50ha","both",NA,"NR","NA",NA,"BIEN"
"Memecylon  species 1","Melastomataceae","Memecylon"," species 1","50ha","unlogged",NA,NA,"Genus",116.824508333333,"BIEN"
"Memecylon lilacinum","Melastomataceae","Memecylon","lilacinum","50ha","unlogged",NA,NA,"Genus",116.824508333333,"BIEN"
"Memecylon oleifolium","Melastomataceae","Memecylon","oleifolium","50ha","unlogged",NA,NA,"Genus",116.824508333333,"BIEN"
"Memecylon paniculatum","Melastomataceae","Memecylon","paniculatum","CP, 50ha","both",NA,"NR","Genus",116.824508333333,"BIEN"
"Memecylon species 2","Melastomataceae","Memecylon","species 2","50ha","unlogged",NA,NA,"Genus",116.824508333333,"BIEN"
"Memecylon species 3","Melastomataceae","Memecylon","species 3","50ha","unlogged",NA,NA,"Genus",116.824508333333,"BIEN"
"Merope angulata","Rutaceae","Merope","angulata","50ha","unlogged",NA,NA,"Family",124.165051964912,"BIEN"
"Mesua unknown mixed","Clusiaceae","Mesua","unknown mixed","50ha","unlogged",NA,NA,NA,NA,NA
"Microcos antidesmifolia","Malvaceae","Microcos","antidesmifolia","50ha","unlogged",NA,NA,"Family",881.714199688546,"BIEN"
"Microcos crassifolia","Malvaceae","Microcos","crassifolia","CP, 50ha","both",NA,"AR, NR","Species",280,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396., Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Microcos fibrocarpa","Malvaceae","Microcos","fibrocarpa","CP, 50ha","both",NA,"AR, NR","Family",881.714199688546,"BIEN"
"Microcos latistipulata","Malvaceae","Microcos","latistipulata","CP, 50ha","both",NA,"NR, AR","Family",881.714199688546,"BIEN"
"Microcos ossea","Malvaceae","Microcos","ossea","CP, 50ha","both",NA,"AR, NR","Family",881.714199688546,"BIEN"
"Microcos unknown mixed","Malvaceae","Microcos","unknown mixed","CP, 50ha","both",NA,"AR",NA,NA,NA
"Mischocarpus pentapetalus","Sapindaceae","Mischocarpus","pentapetalus","50ha","unlogged",NA,NA,"Family",3110.25326076077,"BIEN"
"Monanthocitrus oblanceolata","Rutaceae","Monanthocitrus","oblanceolata","50ha","unlogged",NA,NA,"Family",124.165051964912,"BIEN"
"Monocarpia borneensis","Annonaceae","Monocarpia","borneensis","50ha","unlogged",NA,NA,"Family",1341.40229068627,"BIEN"
"Monoon erianthoides","Annonaceae","Monoon","erianthoides","CP, 50ha","both",NA,"NR","NA",NA,"BIEN"
"Monoon grandiflorum","Annonaceae","Monoon","grandiflorum","CP, 50ha","both",NA,"NR, AR","NA",NA,"BIEN"
"Monoon hookerianum","Annonaceae","Monoon","hookerianum","CP, 50ha","both",NA,"NR, AR","NA",NA,"BIEN"
"Monoon species 1","Annonaceae","Monoon","species 1","50ha","unlogged",NA,NA,"NA",NA,"BIEN"
"Monoon species 2","Annonaceae","Monoon","species 2","50ha","unlogged",NA,NA,"NA",NA,"BIEN"
"Monoon xanthopetalum","Annonaceae","Monoon","xanthopetalum","50ha","unlogged",NA,NA,"NA",NA,"BIEN"
"Myristica cinnamomea","Myristicaceae","Myristica","cinnamomea","50ha","unlogged",NA,NA,"Species",7900,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008)., Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014, Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011)., Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)"
"Myrmeconauclea strigosa","Rubiaceae","Myrmeconauclea","strigosa","50ha","unlogged",NA,NA,"Family",59.1893790915751,"BIEN"
"Nauclea sp1","Rubiaceae","Nauclea","sp1","CP","logged",NA,"AR, NR","Genus",64.578,"BIEN"
"Nauclea subdita","Rubiaceae","Nauclea","subdita","CP","logged",NA,"NR","Genus",64.578,"BIEN"
"Nauclea unknown mixed","Rubiaceae","Nauclea","unknown mixed","CP, 50ha","both",NA,"AR, no seedling data",NA,NA,NA
"Neesia synandra","Malvaceae","Neesia","synandra","CP, 50ha","both",NA,"AR, NR","Family",881.714199688546,"BIEN"
"Neesia unknown mixed","Malvaceae","Neesia","unknown mixed","CP","logged",NA,"AR, NR",NA,NA,NA
"Neo-Uvaria acuminatissima","Annonaceae","Neo-Uvaria","acuminatissima","50ha, CP","both",NA,"AR, NR","NA",NA,"BIEN"
"Neo-Uvaria unknown mixed","Annonaceae","Neo-Uvaria","unknown mixed","50ha","unlogged",NA,NA,NA,NA,NA
