"binomial_name","family","genus","species","species_origin.x","logging_status.x","history_at_IF_site.x","history_at_CP_site.x","flower_colour","dispersal_syndrome","fruit_size_mm","fruit_size_min_mm","seed_length_mm","mean_dry_seed_mass_mg","mean_wood_density_g_cm_3","flowering_at_size_class"
"Lithocarpus species 1","Fagaceae","Lithocarpus","species 1","50ha","unlogged",NA,NA,"",NA,NA,NA,21.5,2140.61972972973,NA,NA
"Lithocarpus species 2","Fagaceae","Lithocarpus","species 2","50ha","unlogged",NA,NA,"",NA,NA,NA,21.5,2140.61972972973,NA,NA
"Lithocarpus species 3","Fagaceae","Lithocarpus","species 3","50ha","unlogged",NA,NA,"",NA,NA,NA,21.5,2140.61972972973,NA,NA
"Lithocarpus species 4","Fagaceae","Lithocarpus","species 4","50ha","unlogged",NA,NA,"",NA,NA,NA,21.5,2140.61972972973,NA,NA
"Lithocarpus species 5","Fagaceae","Lithocarpus","species 5","50ha","unlogged",NA,NA,"",NA,NA,NA,21.5,2140.61972972973,NA,NA
"Lithocarpus species 6","Fagaceae","Lithocarpus","species 6","50ha","unlogged",NA,NA,"",NA,NA,NA,21.5,2140.61972972973,NA,NA
"Lithocarpus species 7","Fagaceae","Lithocarpus","species 7","50ha","unlogged",NA,NA,"",NA,NA,NA,21.5,2140.61972972973,NA,NA
"Lithocarpus species 8","Fagaceae","Lithocarpus","species 8","50ha","unlogged",NA,NA,"",NA,NA,NA,21.5,2140.61972972973,NA,NA
"Lithocarpus species 9","Fagaceae","Lithocarpus","species 9","50ha","unlogged",NA,NA,"",NA,NA,NA,21.5,2140.61972972973,NA,NA
"Lithocarpus unknown mixed","Fagaceae","Lithocarpus","unknown mixed","CP","logged",NA,"AR, NR, no seedling data","",NA,NA,NA,NA,NA,NA,NA
"Litsea accedens","Lauraceae","Litsea","accedens","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,13.1101518518519,290,0.42,NA
"Litsea angulata","Lauraceae","Litsea","angulata","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,13.1101518518519,1244.48787274336,0.36,NA
"Litsea caulocarpa","Lauraceae","Litsea","caulocarpa","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,13.1101518518519,1244.48787274336,NA,NA
"Litsea cordata","Lauraceae","Litsea","cordata","CP, 50ha","both",NA,"NR","",NA,NA,NA,13.1101518518519,1244.48787274336,0.36,NA
"Litsea cuprea","Lauraceae","Litsea","cuprea","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,1244.48787274336,NA,NA
"Litsea curtisii","Lauraceae","Litsea","curtisii","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,1244.48787274336,0.32,NA
"Litsea elliptica","Lauraceae","Litsea","elliptica","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,1244.48787274336,0.45,NA
"Litsea ferruginea","Lauraceae","Litsea","ferruginea","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,1244.48787274336,0.45,NA
"Litsea ficoidea","Lauraceae","Litsea","ficoidea","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,1244.48787274336,NA,NA
"Litsea fulva","Lauraceae","Litsea","fulva","CP, 50ha","both",NA,"AR","",NA,NA,NA,13.1101518518519,1244.48787274336,0.51,NA
"Litsea garciae","Lauraceae","Litsea","garciae","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,13.1101518518519,1244.48787274336,0.36,NA
"Litsea grandis","Lauraceae","Litsea","grandis","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,13.1101518518519,950,0.43,NA
"Litsea ligustrina","Lauraceae","Litsea","ligustrina","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,1244.48787274336,0.55,NA
"Litsea machilifolia","Lauraceae","Litsea","machilifolia","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,1244.48787274336,0.33,NA
"Litsea oppositifolia","Lauraceae","Litsea","oppositifolia","CP, 50ha","both",NA,"AR, no seedling data","",NA,NA,NA,13.1101518518519,1244.48787274336,0.51,NA
"Litsea robusta","Lauraceae","Litsea","robusta","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,1244.48787274336,0.37,NA
"Litsea unknown mixed","Lauraceae","Litsea","unknown mixed","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,NA,NA,NA,NA
"Lophopetalum beccarianum","Celastraceae","Lophopetalum","beccarianum","CP, 50ha","both",NA,"NR","",NA,NA,NA,49.8554090909091,5608.50790305738,0.51,NA
"Lophopetalum javanicum","Celastraceae","Lophopetalum","javanicum","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,49.8554090909091,5608.50790305738,0.48,NA
"Lophopetalum unknown mixed","Celastraceae","Lophopetalum","unknown mixed","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Ludekia borneensis","Rubiaceae","Ludekia","borneensis","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,7.3621533880597,59.1893790915751,NA,NA
"Ludekia unknown mixed","Rubiaceae","Ludekia","unknown mixed","CP","logged",NA,"NR","",NA,NA,NA,NA,NA,NA,NA
"Maasia sumatrana","Annonaceae","Maasia","sumatrana","CP","logged",NA,"AR, NR","",NA,NA,NA,16.6527142857143,820,0.52,NA
"Macaranga conifera","Euphorbiaceae","Macaranga","conifera","CP","logged",NA,"AR","",NA,NA,NA,0.18,25.7087549583333,0.33,NA
"Macaranga gigantea","Euphorbiaceae","Macaranga","gigantea","CP","logged",NA,"AR, NR","",NA,NA,NA,3.16916675,13,0.3,NA
"Macaranga hypoleuca","Euphorbiaceae","Macaranga","hypoleuca","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,3.16916675,28.8,0.27,NA
"Macaranga pearsonii","Euphorbiaceae","Macaranga","pearsonii","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,3.16916675,25.7087549583333,NA,NA
"Macaranga winkleri","Euphorbiaceae","Macaranga","winkleri","50ha","unlogged",NA,NA,"",NA,NA,NA,3.16916675,25.7087549583333,0.39,NA
"Madhuca elmeri","Sapotaceae","Madhuca","elmeri","CP, 50ha","both",NA,"NR","",NA,NA,NA,15.1297037037037,2293.73333333333,NA,NA
"Madhuca kingiana","Sapotaceae","Madhuca","kingiana","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,15.1297037037037,2293.73333333333,0.61,NA
"Madhuca korthalsii","Sapotaceae","Madhuca","korthalsii","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,15.1297037037037,2293.73333333333,0.54,NA
"Madhuca kunstleri","Sapotaceae","Madhuca","kunstleri","50ha","unlogged",NA,NA,"",NA,NA,NA,15.1297037037037,2293.73333333333,NA,NA
"Madhuca mindanaensis","Sapotaceae","Madhuca","mindanaensis","50ha","unlogged",NA,NA,"",NA,NA,NA,15.1297037037037,2293.73333333333,NA,NA
"Madhuca unknown mixed","Sapotaceae","Madhuca","unknown mixed","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Magnolia acuminata","Magnoliaceae","Magnolia","acuminata","CP, 50ha","both",NA,"AR, NR","Yellow","animal",NA,NA,12,94.03,0.48,NA
"Magnolia beccarii","Magnoliaceae","Magnolia","beccarii","50ha","unlogged",NA,NA,"",NA,NA,NA,12,141.938721391304,NA,NA
"Magnolia gigantifolia","Magnoliaceae","Magnolia","gigantifolia","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,12,141.938721391304,0.56,NA
"Mallotus korthalsii","Euphorbiaceae","Mallotus","korthalsii","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,3.32316437931034,119.998798464659,NA,NA
"Mallotus lackeyi","Euphorbiaceae","Mallotus","lackeyi","CP, 50ha","both",NA,"AR","",NA,NA,NA,3.32316437931034,119.998798464659,NA,NA
"Mallotus miquelianus","Euphorbiaceae","Mallotus","miquelianus","50ha","unlogged",NA,NA,"",NA,NA,NA,3.32316437931034,119.998798464659,NA,NA
"Mallotus species 1","Euphorbiaceae","Mallotus","species 1","CP, 50ha","both",NA,"AR, NR, no seedling data","",NA,NA,NA,3.32316437931034,119.998798464659,NA,NA
"Mallotus unknown mixed","Euphorbiaceae","Mallotus","unknown mixed","CP, 50ha","both",NA,"AR","",NA,NA,NA,NA,NA,NA,NA
"Mallotus wrayi","Euphorbiaceae","Mallotus","wrayi","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,3.32316437931034,119.998798464659,NA,NA
"Mangifera caesia","Anacardiaceae","Mangifera","caesia","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,17.5381934615385,17201.2857142857,0.41,NA
"Mangifera indica","Anacardiaceae","Mangifera","indica","50ha","unlogged",NA,NA,"Yellow, red, yellow, amarillo","animal",NA,NA,17.5381934615385,12442.26,0.54,NA
"Mangifera odorata","Anacardiaceae","Mangifera","odorata","50ha","unlogged",NA,NA,"",NA,NA,NA,17.5381934615385,17201.2857142857,0.48,NA
"Mangifera pajang","Anacardiaceae","Mangifera","pajang","CP, 50ha","both",NA,"AR","",NA,NA,NA,17.5381934615385,17201.2857142857,0.49,NA
"Mangifera rufocostata","Anacardiaceae","Mangifera","rufocostata","50ha","unlogged",NA,NA,"",NA,NA,NA,17.5381934615385,17201.2857142857,NA,NA
"Mangifera species 1","Anacardiaceae","Mangifera","species 1","50ha","unlogged",NA,NA,"",NA,NA,NA,17.5381934615385,17201.2857142857,NA,NA
"Mangifera swintonioides","Anacardiaceae","Mangifera","swintonioides","50ha","unlogged",NA,NA,"",NA,NA,NA,17.5381934615385,17201.2857142857,NA,NA
"Mangifera unknown mixed","Anacardiaceae","Mangifera","unknown mixed","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,NA,NA,NA,NA
"Maranthes corymbosa","Chrysobalanaceae","Maranthes","corymbosa","50ha","unlogged",NA,NA,"",NA,NA,NA,22.1142857142857,2536.14322477778,0.8,NA
"Marsypopetalum pallidum","Annonaceae","Marsypopetalum","pallidum","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1341.40229068627,NA,NA
"Mastixia trichotoma","Nyssaceae","Mastixia","trichotoma","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,NA,NA,0.39,NA
"Meiogyne virgata","Annonaceae","Meiogyne","virgata","CP, 50ha","both",NA,"NR, no seedling data, AR","",NA,NA,NA,16.6527142857143,1341.40229068627,NA,NA
"Melanochyla auriculata","Anacardiaceae","Melanochyla","auriculata","50ha","unlogged",NA,NA,"",NA,NA,NA,17.5381934615385,1133.94134912719,0.58,NA
"Melanochyla beccariana","Anacardiaceae","Melanochyla","beccariana","CP, 50ha","both",NA,"NR","",NA,NA,NA,17.5381934615385,1133.94134912719,NA,NA
"Melanochyla unknown mixed","Anacardiaceae","Melanochyla","unknown mixed","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Melastoma malabathricum","Melastomataceae","Melastoma","malabathricum","50ha","unlogged",NA,NA,"pink_violet_purple",NA,NA,NA,0.6,0.06,0.45,NA
"Melicope  lunu-ankenda","Rutaceae","Melicope ","lunu-ankenda",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Melicope  unknown mixed","Rutaceae","Melicope ","unknown mixed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Meliosma pinnata","Sabiaceae","Meliosma","pinnata","CP, 50ha","both",NA,"AR","",NA,NA,NA,NA,NA,0.32,NA
"Meliosma sumatrana","Sabiaceae","Meliosma","sumatrana","CP, 50ha","both",NA,"NR","",NA,NA,NA,NA,NA,0.4,NA
"Memecylon  species 1","Melastomataceae","Memecylon"," species 1","50ha","unlogged",NA,NA,"",NA,NA,NA,11.462962962963,116.824508333333,NA,NA
"Memecylon lilacinum","Melastomataceae","Memecylon","lilacinum","50ha","unlogged",NA,NA,"",NA,NA,NA,11.462962962963,116.824508333333,0.87,NA
"Memecylon oleifolium","Melastomataceae","Memecylon","oleifolium","50ha","unlogged",NA,NA,"",NA,NA,NA,11.462962962963,116.824508333333,NA,NA
"Memecylon paniculatum","Melastomataceae","Memecylon","paniculatum","CP, 50ha","both",NA,"NR","",NA,NA,NA,11.462962962963,116.824508333333,0.72,NA
"Memecylon species 2","Melastomataceae","Memecylon","species 2","50ha","unlogged",NA,NA,"",NA,NA,NA,11.462962962963,116.824508333333,NA,NA
"Memecylon species 3","Melastomataceae","Memecylon","species 3","50ha","unlogged",NA,NA,"",NA,NA,NA,11.462962962963,116.824508333333,NA,NA
"Merope angulata","Rutaceae","Merope","angulata","50ha","unlogged",NA,NA,"",NA,NA,NA,4.323085,124.165051964912,NA,NA
"Mesua unknown mixed","Clusiaceae","Mesua","unknown mixed","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Microcos antidesmifolia","Malvaceae","Microcos","antidesmifolia","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6049538461538,881.714199688546,0.47,NA
"Microcos crassifolia","Malvaceae","Microcos","crassifolia","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,16.6049538461538,280,NA,NA
"Microcos fibrocarpa","Malvaceae","Microcos","fibrocarpa","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,16.6049538461538,881.714199688546,NA,NA
"Microcos latistipulata","Malvaceae","Microcos","latistipulata","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,16.6049538461538,881.714199688546,NA,NA
"Microcos ossea","Malvaceae","Microcos","ossea","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,16.6049538461538,881.714199688546,NA,NA
"Microcos unknown mixed","Malvaceae","Microcos","unknown mixed","CP, 50ha","both",NA,"AR","",NA,NA,NA,NA,NA,NA,NA
"Mischocarpus pentapetalus","Sapindaceae","Mischocarpus","pentapetalus","50ha","unlogged",NA,NA,"",NA,NA,NA,25.0609611923077,3110.25326076077,0.79,NA
"Monanthocitrus oblanceolata","Rutaceae","Monanthocitrus","oblanceolata","50ha","unlogged",NA,NA,"",NA,NA,NA,4.323085,124.165051964912,NA,NA
"Monocarpia borneensis","Annonaceae","Monocarpia","borneensis","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1341.40229068627,NA,NA
"Monoon erianthoides","Annonaceae","Monoon","erianthoides","CP, 50ha","both",NA,"NR","",NA,NA,NA,NA,NA,NA,NA
"Monoon grandiflorum","Annonaceae","Monoon","grandiflorum","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,NA,NA,NA,NA
"Monoon hookerianum","Annonaceae","Monoon","hookerianum","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,NA,NA,NA,NA
"Monoon species 1","Annonaceae","Monoon","species 1","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Monoon species 2","Annonaceae","Monoon","species 2","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Monoon xanthopetalum","Annonaceae","Monoon","xanthopetalum","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Myristica cinnamomea","Myristicaceae","Myristica","cinnamomea","50ha","unlogged",NA,NA,"",NA,NA,NA,19.2894347826087,7900,0.57,NA
"Myrmeconauclea strigosa","Rubiaceae","Myrmeconauclea","strigosa","50ha","unlogged",NA,NA,"",NA,NA,NA,7.3621533880597,59.1893790915751,NA,NA
"Nauclea sp1","Rubiaceae","Nauclea","sp1","CP","logged",NA,"AR, NR","",NA,NA,NA,7.3621533880597,64.578,NA,NA
"Nauclea subdita","Rubiaceae","Nauclea","subdita","CP","logged",NA,"NR","",NA,NA,NA,7.3621533880597,64.578,0.48,NA
"Nauclea unknown mixed","Rubiaceae","Nauclea","unknown mixed","CP, 50ha","both",NA,"AR, no seedling data","",NA,NA,NA,NA,NA,NA,NA
"Neesia synandra","Malvaceae","Neesia","synandra","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,16.6049538461538,881.714199688546,NA,NA
"Neesia unknown mixed","Malvaceae","Neesia","unknown mixed","CP","logged",NA,"AR, NR","",NA,NA,NA,NA,NA,NA,NA
"Neo-Uvaria acuminatissima","Annonaceae","Neo-Uvaria","acuminatissima","50ha, CP","both",NA,"AR, NR","",NA,NA,NA,NA,NA,NA,NA
"Neo-Uvaria unknown mixed","Annonaceae","Neo-Uvaria","unknown mixed","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Neolamarckia cadamba","Rubiaceae","Neolamarckia","cadamba","CP, 50ha","both",NA,"AR","",NA,NA,NA,7.3621533880597,40,NA,NA
"Neonauclea  gigantea","Rubiaceae","Neonauclea ","gigantea","CP","logged",NA,"NR","",NA,NA,NA,7.3621533880597,59.1893790915751,NA,NA
"Neonauclea sp","Rubiaceae","Neonauclea","sp","CP","logged",NA,"AR","",NA,NA,NA,7.3621533880597,59.1893790915751,0.73,NA
"Neonauclea sp1","Rubiaceae","Neonauclea","sp1","CP","logged",NA,"AR","",NA,NA,NA,7.3621533880597,59.1893790915751,NA,NA
"Neoscortechinia kingii","Euphorbiaceae","Neoscortechinia","kingii","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,3.32316437931034,119.998798464659,0.58,NA
"Nephelium cuspidatum","Sapindaceae","Nephelium","cuspidatum","CP, 50ha","both",NA,"NR","",NA,NA,NA,25.2,1774.225,0.77,NA
"Nephelium maingayi","Sapindaceae","Nephelium","maingayi","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,25.2,1774.225,NA,NA
"Nephelium ramboutan-ake","Sapindaceae","Nephelium","ramboutan-ake","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,25.2,1774.225,0.7,NA
"Nothaphoebe canescens","Lauraceae","Nothaphoebe","canescens","CP, 50ha","both",NA,"AR","",NA,NA,NA,13.1101518518519,2100,NA,NA
"Nothaphoebe heterophylla","Lauraceae","Nothaphoebe","heterophylla","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,2100,NA,NA
"Nothaphoebe umbelliflora","Lauraceae","Nothaphoebe","umbelliflora","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,13.1101518518519,2100,0.41,NA
"Nothaphoebe unknown","Lauraceae","Nothaphoebe","unknown","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,2100,NA,NA
"Nothaphoebe unknown mixed","Lauraceae","Nothaphoebe","unknown mixed","CP","logged",NA,"AR","",NA,NA,NA,NA,NA,NA,NA
"Nyssa javanica","Nyssaceae","Nyssa","javanica","50ha","unlogged",NA,NA,"","animal",NA,NA,NA,64.52,0.48,NA
"Ochanostachys amentacea","Olacaceae","Ochanostachys","amentacea","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,1.7,3200,0.77,"III"
"Octomeles sumatrana","Tetramelaceae","Octomeles","sumatrana","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,NA,0.15,0.3,NA
"Oreocnide trinervis","Urticaceae","Oreocnide","trinervis","50ha","unlogged",NA,NA,"",NA,NA,NA,2.95503,237.305657053435,NA,NA
"Ormosia bancana","Fabaceae","Ormosia","bancana","CP, 50ha","both",NA,"NR","",NA,NA,NA,10.8666666666667,1652.87871095238,0.56,NA
"Orophea corymbosa","Annonaceae","Orophea","corymbosa","CP, 50ha","both",NA,"NR, no seedling data","",NA,NA,NA,16.6527142857143,1341.40229068627,NA,NA
"Orophea creaghii","Annonaceae","Orophea","creaghii","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1341.40229068627,NA,NA
"Orophea myriantha","Annonaceae","Orophea","myriantha","CP, 50ha","both",NA,"NR, no seedling data, AR","",NA,NA,NA,16.6527142857143,1341.40229068627,NA,NA
"Palaquium beccarianum","Sapotaceae","Palaquium","beccarianum","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,17.8,1642.70909090909,0.49,NA
"Palaquium dasyphyllum","Sapotaceae","Palaquium","dasyphyllum","CP, 50ha","both",NA,"NR","",NA,NA,NA,17.8,1642.70909090909,0.5,NA
"Palaquium maingayi","Sapotaceae","Palaquium","maingayi","CP, 50ha","both",NA,"AR","",NA,NA,NA,17.8,1642.70909090909,0.6,NA
"Palaquium sericeum","Sapotaceae","Palaquium","sericeum","50ha","unlogged",NA,NA,"",NA,NA,NA,17.8,1642.70909090909,NA,NA
"Palaquium unknown mixed","Sapotaceae","Palaquium","unknown mixed","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Pangium edule","Achariaceae","Pangium","edule","50ha","unlogged",NA,NA,"","water",NA,NA,NA,576.8788,0.5,NA
"Paranephelium macrophyllum","Sapindaceae","Paranephelium","macrophyllum","CP, 50ha","both",NA,"NR, no seedling data","",NA,NA,NA,25.0609611923077,3110.25326076077,NA,NA
"Paranephelium xestophyllum","Sapindaceae","Paranephelium","xestophyllum","CP, 50ha","both",NA,"NR, AR","",NA,NA,NA,25.0609611923077,3110.25326076077,0.81,NA
"Parashorea malaanonan","Dipterocarpaceae","Parashorea","malaanonan","CP, 50ha, IF","both","ActiveRestoration, NaturalRegeneration","AR, NR","",NA,NA,NA,NA,1784.06,0.56,NA
"Parashorea tomentella","Dipterocarpaceae","Parashorea","tomentella","CP, 50ha, IF","both","NaturalRegeneration","AR, NR, no seedling data","",NA,NA,NA,NA,5710,NA,NA
"Parastemon urophyllus","Chrysobalanaceae","Parastemon","urophyllus","50ha","unlogged",NA,NA,"",NA,NA,NA,22.1142857142857,2536.14322477778,0.87,NA
"Paratrophis glabra","Moraceae","Paratrophis","glabra","50ha","unlogged",NA,NA,"",NA,NA,NA,8.35052992307692,416.30593131746,NA,NA
"Parinari excelsa","Chrysobalanaceae","Parinari","excelsa","CP, 50ha","both",NA,"AR","white","animal",NA,NA,21.1,6701.83,0.7,NA
"Parinari oblongifolia","Chrysobalanaceae","Parinari","oblongifolia","CP, 50ha","both",NA,"AR","",NA,NA,NA,21.1,5600,0.62,NA
"Parinari unknown mixed","Chrysobalanaceae","Parinari","unknown mixed","CP, 50ha","both",NA,"NR","",NA,NA,NA,NA,NA,NA,NA
"Parkia speciosa","Fabaceae","Parkia","speciosa","50ha","unlogged",NA,NA,"",NA,NA,NA,25.9101628865979,540,0.4,"II"
"Parkia unknown mixed","Fabaceae","Parkia","unknown mixed","CP","logged",NA,"AR","",NA,NA,NA,NA,NA,NA,NA
"Pavetta wallichiana","Rubiaceae","Pavetta","wallichiana","50ha","unlogged",NA,NA,"",NA,NA,NA,7.3621533880597,219,NA,NA
"Payena Unknown species1","Sapotaceae","Payena","Unknown species1","50ha","unlogged",NA,NA,"",NA,NA,NA,15.1297037037037,6649.36413870779,NA,NA
"Payena acuminata","Sapotaceae","Payena","acuminata","CP, 50ha","both",NA,"NR","",NA,NA,NA,15.1297037037037,6649.36413870779,0.58,NA
"Payena microphylla","Sapotaceae","Payena","microphylla","CP, 50ha","both",NA,"NR","",NA,NA,NA,15.1297037037037,6649.36413870779,0.77,NA
"Payena unknown mixed","Sapotaceae","Payena","unknown mixed","CP","logged",NA,"AR, NR","",NA,NA,NA,NA,NA,NA,NA
"Peltophorum racemosum","Fabaceae","Peltophorum","racemosum","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,10.126,105.227142857143,NA,NA
"Pentace adenophora","Malvaceae","Pentace","adenophora","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,16.6049538461538,881.714199688546,NA,NA
"Pentace laxiflora","Malvaceae","Pentace","laxiflora","CP, 50ha, IF","both","NaturalRegeneration","AR, NR","",NA,NA,NA,16.6049538461538,881.714199688546,NA,NA
"Pentace unknown mixed","Malvaceae","Pentace","unknown mixed","CP","logged",NA,"AR","",NA,NA,NA,NA,NA,NA,NA
"Phaeanthus ophthalmicus","Annonaceae","Phaeanthus","ophthalmicus","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,300,0.89,NA
"Phaeanthus splendens","Annonaceae","Phaeanthus","splendens","CP, 50ha","both",NA,"AR, no seedling data, NR","",NA,NA,NA,16.6527142857143,1341.40229068627,NA,NA
"Phaleria  capitata","Thymelaeaceae","Phaleria ","capitata",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Phoebe grandis","Lauraceae","Phoebe","grandis","50ha","unlogged",NA,NA,"",NA,NA,NA,13.1101518518519,330,0.49,NA
"Phyllanthaceae species 1","Antidesma species 1","Phyllanthaceae","species 1","CP","logged",NA,"NR","",NA,NA,NA,NA,NA,NA,NA
"Phyllanthus  borneensis","Phyllanthaceae","Phyllanthus ","borneensis","50ha","unlogged",NA,NA,"",NA,NA,NA,0.0032,96.1842727272727,NA,NA
"Phyllanthus  subscandens","Phyllanthaceae","Phyllanthus ","subscandens","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,0.0032,96.1842727272727,NA,NA
"Phyyanthus  lancisepalus","Phyllanthaceae","Phyyanthus ","lancisepalus","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,NA,NA,NA,NA
"Planchonia brevistipitata","Lecythidaceae","Planchonia","brevistipitata","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,25.446,3611.80207938462,NA,NA
"Planchonia unknown","Lecythidaceae","Planchonia","unknown","50ha","unlogged",NA,NA,"",NA,NA,NA,25.446,3611.80207938462,NA,NA
"Planchonia unknown mixed","Lecythidaceae","Planchonia","unknown mixed","CP","logged",NA,"AR","",NA,NA,NA,NA,NA,NA,NA
"Planchonia valida","Lecythidaceae","Planchonia","valida","50ha","unlogged",NA,NA,"",NA,NA,NA,25.446,3611.80207938462,0.64,NA
"Polyalthia borneensis","Annonaceae","Polyalthia","borneensis","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1811.77777777778,NA,NA
"Polyalthia cauliflora","Annonaceae","Polyalthia","cauliflora","CP, 50ha","both",NA,"NR","",NA,NA,NA,16.6527142857143,1811.77777777778,0.65,NA
"Polyalthia insignis","Annonaceae","Polyalthia","insignis","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1811.77777777778,0.43,NA
"Polyalthia microtus","Annonaceae","Polyalthia","microtus","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1811.77777777778,NA,NA
"Polyalthia obliqua","Annonaceae","Polyalthia","obliqua","CP, 50ha","both",NA,"NR","",NA,NA,NA,16.6527142857143,1811.77777777778,NA,NA
"Polyalthia saprosma","Annonaceae","Polyalthia","saprosma","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1811.77777777778,NA,NA
"Polyalthia species 3","Annonaceae","Polyalthia","species 3","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1811.77777777778,NA,NA
"Polyosma integrifolia","Escalloniaceae","Polyosma","integrifolia","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,0.53,NA
"Pometia pinnata","Sapindaceae","Pometia","pinnata","CP, 50ha","both",NA,"AR, NR","",NA,NA,NA,25.0609611923077,668.31,0.63,"III"
"Popowia hirta","Annonaceae","Popowia","hirta","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1341.40229068627,0.56,NA
"Popowia odoardi","Annonaceae","Popowia","odoardi","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1341.40229068627,NA,NA
"Popowia pisocarpa","Annonaceae","Popowia","pisocarpa","50ha","unlogged",NA,NA,"",NA,NA,NA,16.6527142857143,1341.40229068627,NA,NA
"Popowia unknown mixed","Annonaceae","Popowia","unknown mixed","50ha","unlogged",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"Prainea limpato","Moraceae","Prainea","limpato","50ha","unlogged",NA,NA,"",NA,NA,NA,8.35052992307692,416.30593131746,0.65,NA
"Praravinia suberosa","Rubiaceae","Praravinia","suberosa","50ha","unlogged",NA,NA,"",NA,NA,NA,7.3621533880597,59.1893790915751,NA,NA
