"PlotNo","restoration","binomial_name","Family","Genus","Species","DBH.mm","Height_m","species_origin"
"28D","AR","Anisophyllea cornerii","ANISOPHYLLEACEAE","Anisophyllea","cornerii",172,11.9,"CP"
"28D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",578,28.2,"CP"
"28D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",249,13.7,"CP"
"28D","AR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",207,18.1,"CP"
"28D","AR","Ziziphus angustifolius","RHAMNACEAE","Ziziphus","angustifolius",114,13.3,"CP"
"28D","AR","Beilschmiedia unknown mixed","LAURACEAE","Beilschmiedia","unknown mixed",160,13,"CP"
"28D","AR","Aglaia odoratissima","MELIACEAE","Aglaia","odoratissima",130,9.4,"CP"
"28D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",253,20,"CP"
"28D","AR","Unknown unknown mixed","EUPHORBIACEAE","Unknown","unknown mixed",157,13.1,"CP"
"28D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",335,25.3,"CP"
"28D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",330,16.2,"CP"
"28D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",231,9.6,"CP"
"28D","AR","Neonauclea sp","RUBIACEAE","Neonauclea","sp",138,6,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",210,11,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",145,10.2,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",142,8.8,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",150,8,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",195,11.7,"CP"
"28D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",289,17.8,"CP"
"28D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",241,9.7,"CP"
"28D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",402,21,"CP"
"28D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",108,9.8,"CP"
"28D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",336,20.6,"CP"
"28D","AR","Unknown unknown mixed","EUPHORBIACEAE","Unknown","unknown mixed",152,15.7,"CP"
"28D","AR","Shorea superba","DIPTEROCARPACEAE","Shorea","superba",323,24.8,"CP"
"28D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",230,20.9,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",115,16.5,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",111,12.1,"CP"
"28D","AR","Leea aculeata","LEEACEAE","Leea","aculeata",110,11.3,"CP"
"28D","AR","Leea aculeata","LEEACEAE","Leea","aculeata",103,8.4,"CP"
"28D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",403,32.2,"CP"
"28D","AR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",190,18,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",133,13.4,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",162,9,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",121,6.7,"CP"
"28D","AR","Neonauclea sp","RUBIACEAE","Neonauclea","sp",125,9.9,"CP"
"28D","AR","Neonauclea sp","RUBIACEAE","Neonauclea","sp",180,17.4,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",144,10.6,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",123,12.2,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",163,14,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",149,11.1,"CP"
"28D","AR","Intsia palembanica","FABACEAE","Intsia","palembanica",263,17.4,"CP"
"28D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",607,30.5,"CP"
"28D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",500,27.6,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",122,11.5,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",190,14.6,"CP"
"28D","AR","Duabanga moluccana","SONNERATIACEAE","Duabanga","moluccana",587,29.7,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",103,7.6,"CP"
"28D","AR","Neonauclea sp1","RUBIACEAE","Neonauclea","sp1",156,13.7,"CP"
"28D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",165,10.7,"CP"
"28D","AR","Neonauclea sp","RUBIACEAE","Neonauclea","sp",170,16.1,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",155,9.6,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",105,8.6,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",125,13,"CP"
"28D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",635,43.8,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",160,12.9,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",136,7.4,"CP"
"28D","AR","Neonauclea sp","RUBIACEAE","Neonauclea","sp",155,6.8,"CP"
"29D","AR","Beilschmiedia tawaensis","LAURACEAE","Beilschmiedia","tawaensis",248,30,"CP"
"29D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",476,40.6,"CP"
"29D","AR","Baccaurea tetrandra","PHYLLANTHACEAE","Baccaurea","tetrandra",166,10,"CP"
"29D","AR","Cleistanthus hirsutulus","PHYLLANTHACEAE","Cleistanthus","hirsutulus",125,9.6,"CP"
"29D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",220,20.7,"CP"
"29D","AR","Sympetalandra unijug","FABACEAE","Sympetalandra","unijug",129,9.8,"CP"
"29D","AR","Microcos crassifolia","MALVACEAE","Microcos","crassifolia",119,11.7,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",185,19.4,"CP"
"29D","AR","Monoon hookerianum","ANNONACEAE","Monoon","hookerianum",400,46.9,"CP"
"29D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",105,10.8,"CP"
"29D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",145,18.7,"CP"
"29D","AR","Lansium domesticum","MELIACEAE","Lansium","domesticum",633,22,"CP"
"29D","AR","Canarium odontophyllum","BURSERACEAE","Canarium","odontophyllum",129,15,"CP"
"29D","AR","Sympetalandra unijug","FABACEAE","Sympetalandra","unijug",368,18.5,"CP"
"29D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",455,19.1,"CP"
"29D","AR","Melicope  lunu-ankenda","RUTACEAE","Melicope ","lunu-ankenda",124,12.6,"CP"
"29D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",563,27.2,"CP"
"29D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",260,25.3,"CP"
"29D","AR","Lithocarpus gracilis","FAGACEAE","Lithocarpus","gracilis",162,12.6,"CP"
"29D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",136,20,"CP"
"29D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",921,62.5,"CP"
"29D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",181,22.3,"CP"
"29D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",496,20.4,"CP"
"29D","AR","Drypetes longifolia","PUTRANJIVACEAE","Drypetes","longifolia",114,7.1,"CP"
"29D","AR","Leea aculeata","LEEACEAE","Leea","aculeata",106,6.3,"CP"
"29D","AR","Bridelia penangensis","PHYLLANTHACEAE","Bridelia","penangensis",107,11.2,"CP"
"29D","AR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",238,57.6,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",315,15.5,"CP"
"29D","AR","Hydnocarpus anomalus","ACHARIACEAE","Hydnocarpus","anomalus",399,31.5,"CP"
"29D","AR","Caryodaphnopsis tonkinensis","LAURACEAE","Caryodaphnopsis","tonkinensis",320,21,"CP"
"29D","AR","Monoon grandiflorum","ANNONACEAE","Monoon","grandiflorum",163,15.6,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",167,18.7,"CP"
"29D","AR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",157,12.5,"CP"
"29D","AR","Diospyros muricata","EBENACEAE","Diospyros","muricata",129,9.4,"CP"
"29D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",155,17.8,"CP"
"29D","AR","Xylopia ferruginea","ANNONACEAE","Xylopia","ferruginea",170,23.3,"CP"
"29D","AR","Shorea leprosula","DIPTEROCARPACEAE","Shorea","leprosula",357,38.4,"CP"
"29D","AR","Shorea leprosula","DIPTEROCARPACEAE","Shorea","leprosula",113,13.4,"CP"
"29D","AR","Canarium decumanum","BURSERACEAE","Canarium","decumanum",190,16.1,"CP"
"29D","AR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",127,13.2,"CP"
"29D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",176,17.5,"CP"
"29D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",480,39.1,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",160,14.9,"CP"
"29D","AR","Dehaasia caesia","LAURACEAE","Dehaasia","caesia",677,15.6,"CP"
"29D","AR","Mallotus korthalsii","EUPHORBIACEAE","Mallotus","korthalsii",132,12.7,"CP"
"29D","AR","Shorea leprosula","DIPTEROCARPACEAE","Shorea","leprosula",185,20.9,"CP"
"29D","AR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",286,21.6,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",101,8.2,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",270,22.5,"CP"
"29D","AR","Mangifera unknown mixed","ANACARDIACEAE","Mangifera","unknown mixed",118,10.8,"CP"
"29D","AR","Diospyros pilosanthera","EBENACEAE","Diospyros","pilosanthera",128,10.6,"CP"
"29D","AR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",881,30.6,"CP"
"29D","AR","Dillenia excelsa","DILLENIACEAE","Dillenia","excelsa",210,15.9,"CP"
"29D","AR","Phaeanthus splendens","ANNONACEAE","Phaeanthus","splendens",127,12.5,"CP"
"29D","AR","Shorea seminis","DIPTEROCARPACEAE","Shorea","seminis",174,19.9,"CP"
"29D","AR","Aporusa grandistipula","PHYLLANTHACEAE","Aporusa","grandistipula",115,11.2,"CP"
"29D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",188,15,"CP"
"29D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",124,11.3,"CP"
"29D","AR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",1423,43.4,"CP"
"29D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",319,15.7,"CP"
"29D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",183,12.4,"CP"
"29D","AR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",142,12.7,"CP"
"29D","AR","Glochidion lanceisepalum","PHYLLANTHACEAE","Glochidion","lanceisepalum",184,18.1,"CP"
"29D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",573,22.1,"CP"
"29D","AR","Diospyros cauliflora","EBENACEAE","Diospyros","cauliflora",120,16.1,"CP"
"29D","AR","Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca",328,18.4,"CP"
"29D","AR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",116,12.3,"CP"
"29D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",609,28.4,"CP"
"29D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",199,16.4,"CP"
"29D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",145,8.5,"CP"
"29D","AR","Shorea seminis","DIPTEROCARPACEAE","Shorea","seminis",220,17.2,"CP"
"29D","AR","Melicope  lunu-ankenda","RUTACEAE","Melicope ","lunu-ankenda",149,14,"CP"
"29D","AR","Leea aculeata","LEEACEAE","Leea","aculeata",101,10,"CP"
"29D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",624,25.9,"CP"
"29D","AR","Shorea leprosula","DIPTEROCARPACEAE","Shorea","leprosula",285,28.4,"CP"
"29D","AR","Dacryodes rostrata","BURSERACEAE","Dacryodes","rostrata",111,13.5,"CP"
"29D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",172,18.9,"CP"
"29D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",238,17.6,"CP"
"29D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",230,23.7,"CP"
"29D","AR","Baccaurea tetrandra","PHYLLANTHACEAE","Baccaurea","tetrandra",113,8.3,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",126,10.5,"CP"
"29D","AR","Knema elmeri","MYRISTICACEAE","Knema","elmeri",233,21.3,"CP"
"29D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",176,19.9,"CP"
"29D","AR","Diospyros euphlebia","EBENACEAE","Diospyros","euphlebia",121,14.1,"CP"
"29D","AR","Cyathocalyx magnifructus","ANNONACEAE","Cyathocalyx","magnifructus",168,14.9,"CP"
"29D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",186,14.3,"CP"
"29D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",247,18.8,"CP"
"29D","AR","Diospyros muricata","EBENACEAE","Diospyros","muricata",259,17.1,"CP"
"29D","AR","Phaeanthus splendens","ANNONACEAE","Phaeanthus","splendens",109,15,"CP"
"29D","AR","Microcos crassifolia","MALVACEAE","Microcos","crassifolia",207,15.5,"CP"
"29D","AR","Dendrocnide elliptica","URTICACEAE","Dendrocnide","elliptica",110,7.7,"CP"
"29D","AR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",114,10.5,"CP"
"29D","AR","Canarium decumanum","BURSERACEAE","Canarium","decumanum",120,12.1,"CP"
"29D","AR","Baccaurea tetrandra","PHYLLANTHACEAE","Baccaurea","tetrandra",138,9.9,"CP"
"29D","AR","Canarium decumanum","BURSERACEAE","Canarium","decumanum",171,14.7,"CP"
"29D","AR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",223,12.6,"CP"
"29D","AR","Microcos latistipulata","MALVACEAE","Microcos","latistipulata",166,16,"CP"
"29D","AR","Diospyros muricata","EBENACEAE","Diospyros","muricata",286,20.5,"CP"
"29D","AR","Hydnocarpus anomalus","ACHARIACEAE","Hydnocarpus","anomalus",135,17.1,"CP"
"29D","AR","Diospyros pilosanthera","EBENACEAE","Diospyros","pilosanthera",191,20,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",539,34.7,"CP"
"29D","AR","Intsia palembanica","FABACEAE","Intsia","palembanica",383,28.5,"CP"
"29D","AR","Canarium odontophyllum","BURSERACEAE","Canarium","odontophyllum",136,12.4,"CP"
"29D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",433,30.1,"CP"
"29D","AR","Aporusa illustris","PHYLLANTHACEAE","Aporusa","illustris",109,12.1,"CP"
"29D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",432,22.6,"CP"
"29D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",118,11.6,"CP"
"29D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",116,9.4,"CP"
"29D","AR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",177,13,"CP"
"29D","AR","Macaranga gigantea","EUPHORBIACEAE","Macaranga","gigantea",324,17.3,"CP"
"29D","AR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",390,19.1,"CP"
"29D","AR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",338,20.3,"CP"
"29D","AR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",258,20.6,"CP"
"29D","AR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",119,13.5,"CP"
"29D","AR","Spathiostemon javensis","EUPHORBIACEAE","Spathiostemon","javensis",230,17,"CP"
"29D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",339,22.9,"CP"
"29D","AR","Diospyros cauliflora","EBENACEAE","Diospyros","cauliflora",105,6.7,"CP"
"29D","AR","Aglaia silvestris","MELIACEAE","Aglaia","silvestris",114,10.9,"CP"
"29D","AR","Brownlowia peltata","MALVACEAE","Brownlowia","peltata",117,8.9,"CP"
"29D","AR","Cleistanthus podopixys","PHYLLANTHACEAE","Cleistanthus","podopixys",101,5.4,"CP"
"29D","AR","Cleistanthus podopixys","PHYLLANTHACEAE","Cleistanthus","podopixys",186,8.3,"CP"
"29D","AR","Aglaia silvestris","MELIACEAE","Aglaia","silvestris",100,14.9,"CP"
"29D","AR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",111,14,"CP"
"29D","AR","Leea aculeata","LEEACEAE","Leea","aculeata",107,13.3,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",160,15.9,"CP"
"29D","AR","Hydnocarpus borneensis","ACHARIACEAE","Hydnocarpus","borneensis",181,18.1,"CP"
"29D","AR","Sympetalandra unijug","FABACEAE","Sympetalandra","unijug",180,16.6,"CP"
"29D","AR","Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana",614,43.3,"CP"
"29D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",234,19.8,"CP"
"29D","AR","Brownlowia peltata","MALVACEAE","Brownlowia","peltata",140,13.5,"CP"
"29D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",190,15.3,"CP"
"29D","AR","Phaeanthus splendens","ANNONACEAE","Phaeanthus","splendens",106,10.1,"CP"
"29D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",566,31.7,"CP"
"29D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",183,11.5,"CP"
"29D","AR","Teijsmanniodendron unknown mixed","LAMIACEAE","Teijsmanniodendron","unknown mixed",206,14.2,"CP"
"29D","AR","Dendrocnide elliptica","URTICACEAE","Dendrocnide","elliptica",127,3,"CP"
"29D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",248,16.5,"CP"
"29D","AR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",172,18.5,"CP"
"29D","AR","Canarium odontophyllum","BURSERACEAE","Canarium","odontophyllum",192,11,"CP"
"29D","AR","Dillenia excelsa","DILLENIACEAE","Dillenia","excelsa",118,12.3,"CP"
"29D","AR","Actinodaphne unknown mixed","LAURACEAE","Actinodaphne","unknown mixed",156,11.4,"CP"
"29D","AR","Dehaasia caesia","LAURACEAE","Dehaasia","caesia",238,14.6,"CP"
"30D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",162,18.8,"CP"
"30D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",785,34.3,"CP"
"30D","AR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",115,14.6,"CP"
"30D","AR","Microcos crassifolia","MALVACEAE","Microcos","crassifolia",169,13.6,"CP"
"30D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",113,10.3,"CP"
"30D","AR","Aglaia unknown mixed","MELIACEAE","Aglaia","unknown mixed",100,10.5,"CP"
"30D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",184,8.7,"CP"
"30D","AR","Microcos fibrocarpa","MALVACEAE","Microcos","fibrocarpa",193,17,"CP"
"30D","AR","Sympetalandra unijug","FABACEAE","Sympetalandra","unijug",675,33,"CP"
"30D","AR","Microcos fibrocarpa","MALVACEAE","Microcos","fibrocarpa",215,14.8,"CP"
"30D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",283,23.9,"CP"
"30D","AR","Ziziphus angustifolius","RHAMNACEAE","Ziziphus","angustifolius",135,11.3,"CP"
"30D","AR","Ficus unknown mixed","MORACEAE","Ficus","unknown mixed",293,11.7,"CP"
"30D","AR","Ptychopyxis arborea","EUPHORBIACEAE","Ptychopyxis","arborea",119,9.5,"CP"
"30D","AR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",254,16.7,"CP"
"30D","AR","Aglaia unknown mixed","MELIACEAE","Aglaia","unknown mixed",146,7.8,"CP"
"30D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",315,18.2,"CP"
"30D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",151,10.8,"CP"
"30D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",199,14.7,"CP"
"30D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",711,32.8,"CP"
"30D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",201,22.7,"CP"
"30D","AR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",151,16.1,"CP"
"30D","AR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",142,16.9,"CP"
"30D","AR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",103,8.7,"CP"
"30D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",425,24.3,"CP"
"30D","AR","Microcos crassifolia","MALVACEAE","Microcos","crassifolia",113,11.3,"CP"
"30D","AR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",178,14.4,"CP"
"30D","AR","Pternandra coerulescens","MELASTOMATACEAE","Pternandra","coerulescens",150,8.8,"CP"
"30D","AR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",170,11.7,"CP"
"30D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",195,14.8,"CP"
"30D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",168,11.7,"CP"
"30D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",250,11.9,"CP"
"30D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",199,14.7,"CP"
"30D","AR","Microcos fibrocarpa","MALVACEAE","Microcos","fibrocarpa",290,15.9,"CP"
"30D","AR","Garcinia forbesii","CLUSIACEAE","Garcinia","forbesii",130,10.8,"CP"
"30D","AR","Pternandra coerulescens","MELASTOMATACEAE","Pternandra","coerulescens",105,8.4,"CP"
"30D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",293,20.2,"CP"
"30D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",161,14.2,"CP"
"30D","AR","Dehaasia caesia","LAURACEAE","Dehaasia","caesia",129,9.7,"CP"
"30D","AR","Pternandra coerulescens","MELASTOMATACEAE","Pternandra","coerulescens",150,10.1,"CP"
"30D","AR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",191,13.4,"CP"
"30D","AR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",114,9.4,"CP"
"30D","AR","Diospyros curranii","EBENACEAE","Diospyros","curranii",125,11,"CP"
