station,latco,longco,surveyed,tree_number,diameter_mm,height_m,species_code,family,genus,species,fgeocode,genusCorr,speciesCorr,wooddensity
162,543281,589473,2016,9007,228,11.7,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
162,543281,589473,2016,9008,209,17.5,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
163,543281,589473,2016,9005,552,39.4,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
163,543281,589473,2016,9007,228,11.7,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
163,543281,589473,2016,9008,209,17.5,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
164,543281,589473,2016,9005,552,39.4,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
164,543281,589473,2016,9007,228,11.7,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
164,543281,589473,2016,9008,209,17.5,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
165,543281,589473,2016,9005,552,39.4,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
165,543281,589473,2016,9007,228,11.7,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
165,543281,589473,2016,9008,209,17.5,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,NA,Parashorea,tomentella,0.5535
204,550722,591005,2016,6245,286,23.19,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,NA,Pentace,laxiflora,0.604833333
205,550722,591005,2016,6245,286,23.19,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,NA,Pentace,laxiflora,0.604833333
206,550722,591005,2016,6245,286,23.19,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,NA,Pentace,laxiflora,0.604833333
207,550722,591005,2016,6245,286,23.19,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,NA,Pentace,laxiflora,0.604833333
1,547415.5758,588258.422,2016,-195034,552,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
40,547465.5758,588008.422,2016,-195079,592,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
75,547615.5758,587858.422,2016,-195212,705,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
8,547665.5758,588208.422,2016,-195262,1060,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
30,547665.5758,588108.422,2016,-195267,913,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
73,547715.5758,587958.422,2016,-195331,957,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
32,547815.5758,588158.422,2016,-195442,1640,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
80,547815.5758,587858.422,2016,-195449,622,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
37,548015.5758,588158.422,2016,-195645,637,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
36,548065.5758,588108.422,2016,-195684,908,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
44,548115.5758,588158.422,2016,-195710,329,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
10,547765.5758,588208.422,2016,-195392,475,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
39,547415.5758,588058.422,2016,-195039,461,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
2,547465.5758,588208.422,2016,-195074,1252,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
6,547565.5758,588208.422,2016,-195179,501,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
30,547665.5758,588108.422,2016,-195265,606,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
78,547715.5758,588058.422,2016,-195328,634,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
10,547765.5758,588208.422,2016,-195393,320,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
80,547815.5758,587858.422,2016,-195434,344,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
32,547815.5758,588158.422,2016,-195456,661,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
81,547865.5758,587908.422,2016,-195502,1223,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
81,547865.5758,587908.422,2016,-195501,1225,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
65,547915.5758,588058.422,2016,-195546,365,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
81,547865.5758,587908.422,2016,-195527,409,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
82,547915.5758,587858.422,2016,-195576,387,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
17,548125.5758,588258.422,2016,-195718,421,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
17,548125.5758,588258.422,2016,-195704,436,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
17,548125.5758,588258.422,2016,-195717,458,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
43,548115.5758,588058.422,2016,-195722,486,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
56,548115.5758,587858.422,2016,-195715,446,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
71,547415.5758,587958.422,2016,-195055,927,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
67,547465.5758,587908.422,2016,-195103,300,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
31,547765.5758,588108.422,2016,-195400,485,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
2,547465.5758,588208.422,2016,-195095,278,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
6,547565.5758,588208.422,2016,-195180,231,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
24,547565.5758,588108.422,2016,-195182,207,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
7,547615.5758,588258.422,2016,-195204,276,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
76,547715.5758,587858.422,2016,-195335,221,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
64,548015.5758,588058.422,2016,-195661,273,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
16,548065.5758,588208.422,2016,-195681,245,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
35,548115.5758,588083.422,2016,-195713,201,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
43,548115.5758,588058.422,2016,-195713,201,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
35,548115.5758,588083.422,2016,-195711,304,NA,Dipterocarpaceae_Shorea_parvifolia,Dipterocarpaceae,Shorea,parvifolia,SHORP1,Shorea,parvifolia,0.405
44,548115.5758,588158.422,2016,-10955,221,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
32,547815.5758,588158.422,2016,-9660,354,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
80,547815.5758,587858.422,2016,-9694,371,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
62,547965.5758,588008.422,2016,-10300,359,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
83,547965.5758,587908.422,2016,-10240,335,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
37,548015.5758,588158.422,2016,-10437,415,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
61,548015.5758,587958.422,2016,-10563,422,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
42,548065.5758,588008.422,2016,-10689,385,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
52,548315.5758,587958.422,2016,-11762,374,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
7,547615.5758,588258.422,2016,-8703,336,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
75,547615.5758,587858.422,2016,-8775,452,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
73,547715.5758,587958.422,2016,-9269,510,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
17,548125.5758,588258.422,2016,-10928,312,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
56,548115.5758,587858.422,2016,-10905,298,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
53,548265.5758,587908.422,2016,-11687,353,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
28,548315.5758,588153.422,2016,-11799,318,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
52,548315.5758,587958.422,2016,-11939,310,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
31,547765.5758,588108.422,2016,-9515,412,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
2,547465.5758,588208.422,2016,-8083,211,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
4,547465.5758,588108.422,2016,-8018,238,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
69,547565.5758,587908.422,2016,-8578,227,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
7,547615.5758,588258.422,2016,-8794,251,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
14,547915.5758,588258.422,2016,-10047,295,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
62,547965.5758,588008.422,2016,-10231,289,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
83,547965.5758,587908.422,2016,-10316,240,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
15,548015.5758,588258.422,2016,-10338,271,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
36,548065.5758,588108.422,2016,-10670,247,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
48,548165.5758,588008.422,2016,-11194,210,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
53,548265.5758,587908.422,2016,-11689,250,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
52,548315.5758,587958.422,2016,-11938,240,NA,Cornaceae_Alangium_javanicum,Cornaceae,Alangium,javanicum,ALANJA,Alangium,javanicum,0.73
3,547415.5758,588158.422,2016,-160476,1217,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
67,547465.5758,587908.422,2016,-160601,1086,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
24,547565.5758,588108.422,2016,-160834,1411,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
9,547715.5758,588258.422,2016,-161226,601,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
76,547715.5758,587858.422,2016,-161259,876,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
79,547815.5758,587958.422,2016,-161420,447,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
85,548065.5758,587908.422,2016,-161802,1203,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
66,547415.5758,587858.422,2016,-160450,637,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
5,547515.5758,588258.422,2016,-160678,701,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
5,547515.5758,588258.422,2016,-160679,834,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
23,547515.5758,588158.422,2016,-160693,324,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
45,547565.5758,588008.422,2016,-160766,369,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
68,547515.5758,587858.422,2016,-160740,768,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
6,547565.5758,588208.422,2016,-160826,310,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
46,547615.5758,588058.422,2016,-160966,437,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
74,547665.5758,587908.422,2016,-161128,578,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
76,547715.5758,587858.422,2016,-161204,343,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
59,547815.5758,588058.422,2016,-161378,352,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
83,547965.5758,587908.422,2016,-161632,396,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
84,548015.5758,587858.422,2016,-161724,361,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
17,548125.5758,588258.422,2016,-161875,611,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
35,548115.5758,588083.422,2016,-161886,1180,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
56,548115.5758,587858.422,2016,-161865,325,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
55,548215.5758,587858.422,2016,-162051,312,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
51,548315.5758,588058.422,2016,-162125,360,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
51,548315.5758,588058.422,2016,-162142,731,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
52,548315.5758,587958.422,2016,-162149,723,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
54,548315.5758,587858.422,2016,-162130,1196,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
3,547415.5758,588158.422,2016,-160474,886,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
67,547465.5758,587908.422,2016,-160599,1060,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
74,547665.5758,587908.422,2016,-161129,544,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
82,547915.5758,587858.422,2016,-161530,248,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
32,547815.5758,588158.422,2016,-161413,280,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
38,547965.5758,588108.422,2016,-161651,241,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
71,547415.5758,587958.422,2016,-160432,1021,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
74,547665.5758,587908.422,2016,-161130,299,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
31,547765.5758,588108.422,2016,-161315,262,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
62,547965.5758,588008.422,2016,-161619,295,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
83,547965.5758,587908.422,2016,-161633,201,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
36,548065.5758,588108.422,2016,-161768,280,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
85,548065.5758,587908.422,2016,-161782,292,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
43,548115.5758,588058.422,2016,-161858,765,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
56,548115.5758,587858.422,2016,-161902,270,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
55,548215.5758,587858.422,2016,-161991,220,NA,Dipterocarpaceae_Parashorea_malaanonan,Dipterocarpaceae,Parashorea,malaanonan,PAR2MA,Parashorea,malaanonan,0.415
5,547515.5758,588258.422,2016,-54871,800,NA,Dipterocarpaceae_Dryobalanops_lanceolata,Dipterocarpaceae,Dryobalanops,lanceolata,DRYOLA,Dryobalanops,lanceolata,0.62
5,547515.5758,588258.422,2016,-54887,241,NA,Dipterocarpaceae_Dryobalanops_lanceolata,Dipterocarpaceae,Dryobalanops,lanceolata,DRYOLA,Dryobalanops,lanceolata,0.62
70,547515.5758,587958.422,2016,-192734,719,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
69,547565.5758,587908.422,2016,-192882,731,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
72,547615.5758,587958.422,2016,-192961,1641,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
75,547615.5758,587858.422,2016,-192972,1298,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
8,547665.5758,588208.422,2016,-192975,550,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
30,547665.5758,588108.422,2016,-193057,549,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
76,547715.5758,587858.422,2016,-193188,741,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
80,547815.5758,587858.422,2016,-193334,1283,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
12,547865.5758,588208.422,2016,-193427,1391,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
34,547915.5758,588158.422,2016,-193506,476,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
63,547915.5758,587958.422,2016,-193479,702,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
62,547965.5758,588008.422,2016,-193659,1590,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
83,547965.5758,587908.422,2016,-193665,1025,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
83,547965.5758,587908.422,2016,-193666,943,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
83,547965.5758,587908.422,2016,-193667,991,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
84,548015.5758,587858.422,2016,-193870,1099,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
36,548065.5758,588108.422,2016,-193891,1110,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
42,548065.5758,588008.422,2016,-193898,1211,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
86,548115.5758,587958.422,2016,-194021,631,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
56,548115.5758,587858.422,2016,-194026,1214,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
27,548215.5758,588158.422,2016,-194147,470,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
21,548315.5758,588258.422,2016,-194321,1115,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
1,547415.5758,588258.422,2016,-192601,383,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
