station,latco,longco,surveyed,tree_number,diameter_mm,height_m,species_code,family,genus,species,fgeocode,genusCorr,speciesCorr,wooddensity
3,547415.5758,588158.422,2016,-192571,364,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
39,547415.5758,588058.422,2016,-192581,1409,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
39,547415.5758,588058.422,2016,-192583,999,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
4,547465.5758,588108.422,2016,-192694,1540,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
70,547515.5758,587958.422,2016,-192770,1245,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
70,547515.5758,587958.422,2016,-192772,675,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
70,547515.5758,587958.422,2016,-192771,876,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
70,547515.5758,587958.422,2016,-192804,386,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
7,547615.5758,588258.422,2016,-192920,467,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
47,547665.5758,588008.422,2016,-193070,1843,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
74,547665.5758,587908.422,2016,-193095,1004,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
73,547715.5758,587958.422,2016,-193243,446,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
10,547765.5758,588208.422,2016,-193272,320,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
59,547815.5758,588058.422,2016,-193325,397,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
59,547815.5758,588058.422,2016,-193326,352,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
32,547815.5758,588158.422,2016,-193350,385,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
33,547865.5758,588108.422,2016,-193394,405,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
59,547815.5758,588058.422,2016,-193355,1474,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
58,547865.5758,588008.422,2016,-193409,928,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
58,547865.5758,588008.422,2016,-193442,303,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
58,547865.5758,588008.422,2016,-193444,315,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
13,547965.5758,588208.422,2016,-193641,1164,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
13,547965.5758,588208.422,2016,-193589,392,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
38,547965.5758,588108.422,2016,-193645,991,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
15,548015.5758,588258.422,2016,-193724,326,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
64,548015.5758,588058.422,2016,-193701,503,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
64,548015.5758,588058.422,2016,-193758,616,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
36,548065.5758,588108.422,2016,-193923,387,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
27,548215.5758,588158.422,2016,-194150,1392,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
26,548165.5758,588108.422,2016,-194107,350,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
57,548215.5758,587958.422,2016,-194157,495,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
22,548245.5758,588108.422,2016,-194174,570,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
49,548215.5758,588058.422,2016,-194175,484,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
50,548265.5758,588008.422,2016,-194271,918,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
51,548315.5758,588058.422,2016,-194342,1478,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
3,547415.5758,588158.422,2016,-192605,873,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
40,547465.5758,588008.422,2016,-192705,685,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
45,547565.5758,588008.422,2016,-192835,1300,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
25,547615.5758,588158.422,2016,-192929,801,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
74,547665.5758,587908.422,2016,-193100,409,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
74,547665.5758,587908.422,2016,-193097,1070,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
60,547765.5758,588008.422,2016,-193256,1187,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
77,547765.5758,587908.422,2016,-193265,874,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
64,548015.5758,588058.422,2016,-193742,360,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
33,547865.5758,588108.422,2016,-193435,329,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
24,547565.5758,588108.422,2016,-192862,204,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
72,547615.5758,587958.422,2016,-192936,275,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
8,547665.5758,588208.422,2016,-192976,221,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
30,547665.5758,588108.422,2016,-192977,259,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
30,547665.5758,588108.422,2016,-193055,280,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
30,547665.5758,588108.422,2016,-192980,209,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
14,547915.5758,588258.422,2016,-193494,210,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
63,547915.5758,587958.422,2016,-193525,311,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
64,548015.5758,588058.422,2016,-193753,207,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
36,548065.5758,588108.422,2016,-193889,231,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
35,548115.5758,588083.422,2016,-194006,575,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
43,548115.5758,588058.422,2016,-194043,930,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
57,548215.5758,587958.422,2016,-194158,252,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
87,548165.5758,587908.422,2016,-194118,233,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
87,548165.5758,587908.422,2016,-194117,288,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
52,548315.5758,587958.422,2016,-194350,260,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
54,548315.5758,587858.422,2016,-194356,217,NA,Dipterocarpaceae_Shorea_johorensis,Dipterocarpaceae,Shorea,johorensis,SHORJO,Shorea,johorensis,0.393333333
7,547615.5758,588258.422,2016,-162515,531,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
61,548015.5758,587958.422,2016,-162863,486,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
36,548065.5758,588108.422,2016,-162931,671,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
35,548115.5758,588083.422,2016,-162976,616,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
26,548165.5758,588108.422,2016,-163021,562,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
61,548015.5758,587958.422,2016,-162864,573,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
9,547715.5758,588258.422,2016,-162570,1005,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
12,547865.5758,588208.422,2016,-162703,530,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
13,547965.5758,588208.422,2016,-162819,412,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
84,548015.5758,587858.422,2016,-162866,389,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
17,548125.5758,588258.422,2016,-162998,484,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
54,548315.5758,587858.422,2016,-163095,361,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
31,547765.5758,588108.422,2016,-162636,502,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
66,547415.5758,587858.422,2016,-162247,272,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
39,547415.5758,588058.422,2016,-162256,208,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
29,547715.5758,588158.422,2016,-162575,253,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
31,547765.5758,588108.422,2016,-162638,253,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
82,547915.5758,587858.422,2016,-162749,370,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
52,548315.5758,587958.422,2016,-163102,259,NA,Dipterocarpaceae_Parashorea_tomentella,Dipterocarpaceae,Parashorea,tomentella,PAR2TO,Parashorea,tomentella,0.5535
72,547615.5758,587958.422,2016,-164645,342,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
78,547715.5758,588058.422,2016,-164917,336,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
32,547815.5758,588158.422,2016,-165478,478,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
79,547815.5758,587958.422,2016,-165538,421,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
80,547815.5758,587858.422,2016,-165564,384,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
80,547815.5758,587858.422,2016,-165568,311,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
61,548015.5758,587958.422,2016,-166802,381,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
68,547515.5758,587858.422,2016,-164570,318,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
31,547765.5758,588108.422,2016,-165233,311,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
31,547765.5758,588108.422,2016,-165231,367,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
59,547815.5758,588058.422,2016,-165496,301,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
33,547865.5758,588108.422,2016,-165750,426,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
83,547965.5758,587908.422,2016,-166667,322,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
61,548015.5758,587958.422,2016,-166801,310,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
31,547765.5758,588108.422,2016,-165235,439,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
77,547765.5758,587908.422,2016,-165300,509,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
64,548015.5758,588058.422,2016,-166778,302,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
32,547815.5758,588158.422,2016,-165577,280,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
59,547815.5758,588058.422,2016,-165639,243,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
58,547865.5758,588008.422,2016,-165832,270,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
81,547865.5758,587908.422,2016,-165898,305,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
38,547965.5758,588108.422,2016,-166521,223,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
38,547965.5758,588108.422,2016,-166618,267,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
38,547965.5758,588108.422,2016,-166622,225,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
72,547615.5758,587958.422,2016,-164647,242,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
47,547665.5758,588008.422,2016,-164733,270,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
47,547665.5758,588008.422,2016,-164735,280,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
47,547665.5758,588008.422,2016,-164734,303,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
73,547715.5758,587958.422,2016,-164949,317,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
10,547765.5758,588208.422,2016,-165100,220,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
33,547865.5758,588108.422,2016,-165744,300,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
80,547815.5758,587858.422,2016,-165569,205,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
65,547915.5758,588058.422,2016,-166260,220,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
65,547915.5758,588058.422,2016,-166267,210,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
63,547915.5758,587958.422,2016,-166335,270,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
64,548015.5758,588058.422,2016,-166788,242,NA,Malvaceae_Pentace_laxiflora,Malvaceae,Pentace,laxiflora,PENTLA,Pentace,laxiflora,0.604833333
72,547615.5758,587958.422,2016,-194467,656,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
72,547615.5758,587958.422,2016,-194468,611,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
8,547665.5758,588208.422,2016,-194483,335,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
73,547715.5758,587958.422,2016,-194517,486,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
44,548115.5758,588158.422,2016,-194723,591,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
23,547515.5758,588158.422,2016,-194440,347,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
8,547665.5758,588208.422,2016,-194473,927,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
10,547765.5758,588208.422,2016,-194544,352,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
63,547915.5758,587958.422,2016,-194621,317,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
83,547965.5758,587908.422,2016,-194645,923,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
17,548125.5758,588258.422,2016,-194714,627,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
48,548165.5758,588008.422,2016,-194771,605,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
87,548165.5758,587908.422,2016,-194794,406,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
50,548265.5758,588008.422,2016,-194885,546,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
39,547415.5758,588058.422,2016,-194430,328,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
25,547615.5758,588158.422,2016,-194459,1261,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
31,547765.5758,588108.422,2016,-194535,895,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
31,547765.5758,588108.422,2016,-194537,900,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
62,547965.5758,588008.422,2016,-194642,214,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
84,548015.5758,587858.422,2016,-194691,205,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
35,548115.5758,588083.422,2016,-194748,209,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
49,548215.5758,588058.422,2016,-194838,236,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
21,548315.5758,588258.422,2016,-194889,264,NA,Dipterocarpaceae_Shorea_leprosula,Dipterocarpaceae,Shorea,leprosula,SHORL1,Shorea,leprosula,0.44
79,547815.5758,587958.422,2016,-195958,1136,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
58,547865.5758,588008.422,2016,-195964,532,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
62,547965.5758,588008.422,2016,-196005,1483,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
16,548065.5758,588208.422,2016,-196031,677,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
42,548065.5758,588008.422,2016,-196027,797,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
23,547515.5758,588158.422,2016,-195841,1445,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
41,547515.5758,588058.422,2016,-195843,303,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
80,547815.5758,587858.422,2016,-195959,978,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
13,547965.5758,588208.422,2016,-196001,500,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
13,547965.5758,588208.422,2016,-196000,1258,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
31,547765.5758,588108.422,2016,-195943,614,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
3,547415.5758,588158.422,2016,-195822,528,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
6,547565.5758,588208.422,2016,-195855,262,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
16,548065.5758,588208.422,2016,-196030,620,NA,Dipterocarpaceae_Shorea_pauciflora,Dipterocarpaceae,Shorea,pauciflora,SHORP2,Shorea,pauciflora,0.5325
44,548115.5758,588158.422,2016,-180411,350,NA,Malvaceae_Pterospermum_javanicum,Malvaceae,Pterospermum,javanicum,PTERJA,Pterospermum,javanicum,0.4
48,548165.5758,588008.422,2016,-180418,220,NA,Malvaceae_Pterospermum_javanicum,Malvaceae,Pterospermum,javanicum,PTERJA,Pterospermum,javanicum,0.4
87,548165.5758,587908.422,2016,-43593,605,NA,Sapindaceae_Dimocarpus_longan,Sapindaceae,Dimocarpus,longan,DIM1LO,Dimocarpus,longan,0.7
29,547715.5758,588158.422,2016,-43092,395,NA,Sapindaceae_Dimocarpus_longan,Sapindaceae,Dimocarpus,longan,DIM1LO,Dimocarpus,longan,0.7
